ID	Label	log2FC	SE	pvalue	adj.pvalue	baseMean
SCO1627	mu_wt24	-0.12489446882628	0.109223977159703	0.153633166349647	0.4434289045168	2752.27784322905
SCO1628	mu_wt24	-0.161958380313616	0.112696792577736	0.0681582204669408	0.276602536466387	2143.60188327476
SCO1629	mu_wt24	-0.200562457142203	0.123233123758753	0.0368275949566752	0.188862663306835	1938.63815222276
SCO1630	mu_wt24	-0.11733508011992	0.103426841706004	0.165465441609864	0.461354379664197	6611.61660292088
SCO1631	mu_wt24	0.519383479005873	0.0750305997893701	4.88440162866072e-13	4.50952380366101e-11	6646.79439644203
SCO1632	mu_wt24	-0.0209804765995595	0.0709359752747343	0.745477709428286	0.913875246777978	1748.47373409949
SCO1633	mu_wt24	-0.104904113179316	0.0671195734657398	0.0901008522736188	0.321843292257141	2575.62403100027
SCO1634	mu_wt24	0.165794414174612	0.125716476256569	0.0841592640644432	0.310025099441385	223.204414365755
SCO1635	mu_wt24	0.148364082846052	0.0888486737121265	0.054310676407179	0.241795452648236	386.8719711536
SCO1636	mu_wt24	0.0006502061623512	0.0751380882898113	0.993578934418813	0.997055499643321	1622.89613156519
SCO1637	mu_wt24	0.0088041392633024	0.0654148826007015	0.886145425504828	0.968486362884861	1247.73349991288
SCO1638	mu_wt24	0.0788273030759518	0.0795278361598315	0.276524103267352	0.600707949039018	1732.56439450498
SCO1639	mu_wt24	-0.0235105842396606	0.0968525415880115	0.769657064673603	0.922972387692255	1519.68331462353
SCO1640	mu_wt24	-0.108325083972656	0.0993918897824019	0.188696763351383	0.493699714528272	7336.22734410039
SCO1641	mu_wt24	0.0052583941757824	0.149235665120277	0.945215842786378	0.987587914399018	41.7693863079149
SCO1642	mu_wt24	0.241433567917376	0.0959047322343533	0.0038470729659827	0.0377350344312733	706.976833138244
SCO1643	mu_wt24	0.0939267537911903	0.0808088727637768	0.189822647101473	0.495767352012546	4460.50997153699
SCO1644	mu_wt24	0.0754840604820737	0.0789458987243554	0.334990733918591	0.656123458160359	5407.22258706209
SCO1645	mu_wt24	0.33962839402864	0.111132449179674	0.0004056573892725	0.0064158147262676	3370.6969010594
SCO1646	mu_wt24	0.143858984466924	0.108114431597687	0.101809244673985	0.345571268916383	3061.08564441935
SCO1647	mu_wt24	0.353810905975529	0.0950419570521821	3.53487669396148e-05	0.0008341405514888	5944.17890649812
SCO1648	mu_wt24	0.241071358550031	0.121229005402824	0.013036664835402	0.0931147874098244	10318.3469883627
SCO1649	mu_wt24	0.0474294278652411	0.113618400181527	0.588269039804118	0.833689249870935	168.02757236781
SCO1650	mu_wt24	0.0849779326321028	0.105731091518915	0.317967261667645	0.643602684208612	259.240497601809
SCO1651	mu_wt24	-0.023436312912633	0.0666272603842046	0.698301847286962	0.892403348736035	1605.58208071526
SCO1652	mu_wt24	-0.0599502666800607	0.097624976050206	0.459308268508647	0.756736754674295	331.973429043372
SCO1653	mu_wt24	-0.0546365554519919	0.10212401072597	0.506284019002687	0.786271477225897	401.36678929137
SCO1654	mu_wt24	0.0127723350719173	0.0894796794712061	0.868429234449298	0.963384142099557	655.161985309904
SCO1655	mu_wt24	0.107966689722026	0.0744124519730374	0.107836328388546	0.357486140699193	1129.67247495514
SCO1656	mu_wt24	0.0893592579745233	0.130346172987364	0.333921136713201	0.655524759213647	613.889425158006
SCO1657	mu_wt24	-0.0356406233471081	0.0884590988238482	0.631107566830781	0.856238150002231	4662.12441365536
SCO1658	mu_wt24	-0.0480318034773383	0.175444393446808	0.354865113767609	0.67396084604977	347.74628743429
SCO1659	mu_wt24	-0.0853143485386388	0.201426234517541	0.045974442336995	0.218234361216521	1362.08307862827
SCO1660	mu_wt24	-0.0994120093877561	0.21264003614727	0.0345830233166409	0.182189878899222	2626.88625624581
SCO1661	mu_wt24	-0.0797627989453756	0.196662537142572	0.0691140251415789	0.277898217497265	2331.24606826388
SCO1662	mu_wt24	-0.118586506789613	0.204897456505214	0.130939125800059	0.405499531722951	1341.2134722495
SCO1663	mu_wt24	-0.219722193347097	0.0917876683261397	0.0059445642294342	0.0528036387890938	1328.79886391357
SCO1664	mu_wt24	-0.0204604879639603	0.0855841652824303	0.782830343403118	0.92868373215153	421.849585066187
SCO1665	mu_wt24	-0.0431113047101473	0.0747163091821528	0.523649351406143	0.79650060427188	872.486714499205
SCO1666	mu_wt24	-0.0464570487714739	0.097467354197505	0.566534144340485	0.82001269557714	480.099858391465
SCO1667	mu_wt24	-0.0479355342079582	0.124343711840483	0.589796413176066	0.834847893391802	290.645776152047
SCO1668	mu_wt24	-0.0953672142057694	0.130245593513358	0.307442693704845	0.633232497407692	1100.29733483613
SCO1669	mu_wt24	-0.0062182044727333	0.0954764930654213	0.937802485688893	0.984093427855661	569.659606802648
SCO1670	mu_wt24	-0.121879910250228	0.109857547831035	0.164925779652647	0.460942360868509	455.415422585333
SCO1671	mu_wt24	-0.0645469180104596	0.0836084100493178	0.377910414745749	0.695598454321915	1805.37738613669
SCO1672	mu_wt24	-0.0860010259644292	0.0660417832146194	0.156962510472959	0.448985570767979	2046.28037297839
SCO1673	mu_wt24	0.132004739057355	0.0829702905405343	0.0714764375013064	0.283137433519126	608.833359594121
SCO1674	mu_wt24	-0.220229694891054	0.0764597416185607	0.0017774909779016	0.0211069909369484	12634.2383850402
SCO1675	mu_wt24	-0.360296998032444	0.126731523779461	0.0007504819284205	0.0104783733900075	22708.4614578103
SCO1676	mu_wt24	-0.0954435815480145	0.0948430761473577	0.234518813538206	0.557267041031198	769.561284347515
SCOt08	mu_wt24	0.0034881245442083	0.173536073075849	0.877265945129016		3.50226841955536
SCO1677	mu_wt24	-0.107420431984051	0.130192473996126	0.251440584194478	0.575497385345626	125.788635326624
SCO1678	mu_wt24	-0.0709937246328596	0.105799164659415	0.401937203516084	0.715299682126547	229.414142463276
SCO1679	mu_wt24	0.54819299144399	0.229035658416391	0.0011782822736601	0.015375959140025	63.1051772618089
SCO1680	mu_wt24	0.0867299870625405	0.137666712587086	0.347771765070604	0.666989022152901	89.7752953000864
SCO1681	mu_wt24	0.0389680781019813	0.151860015163729	0.63009104849663	0.856238150002231	46.6612004811383
SCO1682	mu_wt24	0.0466874022712262	0.159584856833171	0.542705281855625	0.806156478122285	36.5321479181522
SCO1683	mu_wt24	0.10407982505411	0.157471073811839	0.270014123933979	0.594633700222111	53.5787464965876
SCO1684	mu_wt24	0.212223385015303	0.223540438712332	0.0660373251471151	0.271686274898193	50.2699739670625
SCO1685	mu_wt24	-0.130099303587612	0.155719901262512	0.187931699207027	0.493505567759136	152.008649894599
SCO1686	mu_wt24	0.0562047785121733	0.163258104923722	0.459870147877072	0.757493512983955	35.8162484184855
SCO1687	mu_wt24	0.0690114241302324	0.171647452529539	0.353412763624303	0.672239678632269	26.3077250898447
SCO1688	mu_wt24	0.0401605469455163	0.162720831189505	0.566548170258617	0.82001269557714	22.3528897645457
SCO1689	mu_wt24	-0.0205474693736755	0.138869640136141	0.822075786903315	0.944755242951319	82.2815310966166
SCO1690	mu_wt24	0.032374835184563	0.110175561754369	0.706766561447625	0.896154545577146	177.946709019607
SCO1691	mu_wt24	0.0297625458316385	0.0999141937223007	0.717027705016934	0.899671257977946	390.115204441495
SCO1692	mu_wt24	-0.170276055781968	0.224216610924723	0.0929192111440068	0.326947874535292	44.1726919217994
SCO1693	mu_wt24	-0.114946397475236	0.172642814244536	0.217677062266559	0.536815620000269	100.947766460351
SCO1694	mu_wt24	0.0606689279843657	0.120953306804745	0.506875368261268	0.786506317284958	148.499763148285
SCO1695	mu_wt24	0.171071773467231	0.111638808281217	0.057560376230715	0.248329987640222	404.223269693067
SCO1696	mu_wt24	0.402179914382524	0.142765896448354	0.0006273805220597	0.009015238396757	440.773496980351
SCO1697	mu_wt24	0.056783593329349	0.102882407239882	0.503164703033645	0.78422069671543	239.344831909303
SCO1698	mu_wt24	0.0791907100510235	0.12175951715865	0.381259079022257	0.698927663851673	292.757180083554
SCO1699	mu_wt24	0.416023513290861	0.107627875498681	1.50224050461982e-05	0.0003893174865656	1518.99595648938
SCO1700	mu_wt24	0.545075011483629	0.122095703367477	7.50886387923288e-07	2.55578196368728e-05	983.072354423238
SCO1701	mu_wt24	-0.0483187460322111	0.162389453766572	0.511383108699263	0.788115139363518	49.3616951649845
SCO1702	mu_wt24	0.0114077714540278	0.123425836083079	0.893839050973627	0.969741866688926	115.335889842099
SCO1703	mu_wt24	-0.0428791551424798	0.126315255982358	0.632380293434544	0.857020338955512	123.534647391999
SCO1704	mu_wt24	-0.100980134769791	0.122774056752451	0.270094674587453	0.594633700222111	216.239207734362
SCO1705	mu_wt24	-0.102225673624431	0.131905260371869	0.274971115653844	0.598496260994003	136.854683788785
SCO1706	mu_wt24	-0.0234957550737326	0.122873975273554	0.785651474928692	0.930128488536753	158.57091581859
SCO1707	mu_wt24	-0.100840736511296	0.133432575919789	0.281539934498555	0.605725009090104	122.519307246028
SCO1708	mu_wt24	-0.0198526968136135	0.150795825714063	0.797550781368345	0.93607342621748	35.304135427557
SCO1709	mu_wt24	0.105848653823218	0.15018312637991	0.266055604613169	0.591003517495598	76.6026464793552
SCO1710	mu_wt24	-0.0138288690911691	0.158208951922605	0.83951190429856	0.953503755981726	34.057156837788
SCO1711	mu_wt24	0.315789627928327	0.291634069009876	0.025855788462101	0.148269296258601	71.5232755441714
SCO1712	mu_wt24	-0.0464093128517812	0.149294255464331	0.578291726270158	0.82712290670631	51.471573050735
SCO1713	mu_wt24	0.0090639014012826	0.170089466153912	0.829089192011415		5.59206558182188
SCO1714	mu_wt24	0.262779743417969	0.2023502559612	0.0338039210766161	0.180187431567046	131.623709764577
SCO1715	mu_wt24	-0.188276723814967	0.14852368842999	0.0702905700279697	0.28008350757928	354.918429143441
SCO1716	mu_wt24	-0.0261028967298917	0.132451726901819	0.764322452288784	0.920422403638381	127.064143626954
SCO1717	mu_wt24	-0.0749854756383743	0.103807769035809	0.371502300713216	0.689744978102146	364.747808182375
SCO1718	mu_wt24	0.0231149615512706	0.115959616663936	0.792461431183674	0.933394707574793	123.475236193018
SCO1719	mu_wt24	-0.0413924506706788	0.150652553706337	0.612300962137777	0.847739255491852	44.0054324012271
SCO1720	mu_wt24	0.0088304977651414	0.0884542557901196	0.914695787139801	0.976857010383831	331.981426308976
SCO1721	mu_wt24	0.0300624605701913	0.0710947518211246	0.644444285183592	0.863913957782917	1398.99706747589
SCO1722	mu_wt24	0.209253779539624	0.152013975736842	0.0505188942828838	0.230756062568571	368.185510053647
SCO1723	mu_wt24	0.313904227261628	0.129720474166619	0.0029337426939699	0.030823077578467	345.277409581913
SCO1724	mu_wt24	0.123345572388176	0.107939155442711	0.15713997371939	0.448985570767979	321.774565165438
SCO1725	mu_wt24	0.349087283109429	0.222869459484349	0.0130188970382902	0.0930857439736799	115.408938063927
SCO1726	mu_wt24	0.330119096163302	0.127042866248888	0.001679365054409	0.0201687647022195	926.019950715807
SCO1727	mu_wt24	0.469061592969441	0.14291237596035	0.0001098664743587	0.0021755329212172	288.658167398502
SCO1728	mu_wt24	0.219792742785797	0.219148139902508	0.0574366836207537	0.248270514350936	109.377018929339
SCO1729	mu_wt24	0.284812796438975	0.218432243781991	0.027879416344598	0.156386627035224	433.25698075623
SCO1730	mu_wt24	0.0116165159285919	0.114450795746241	0.892315131723572	0.969741866688926	184.394641854099
SCO1731	mu_wt24	0.13962332454863	0.110965123205371	0.113597831613213	0.36924436049026	312.40368788099
SCO1732	mu_wt24	0.0694383725239032	0.140836567428363	0.444820307496813	0.745490163969476	196.039663397451
SCO1733	mu_wt24	0.0698966868135654	0.120768046895361	0.437567521673309	0.740406349388102	287.599426666331
SCO1734	mu_wt24	-0.0641940928143281	0.148748248482499	0.463518961025613	0.760282266519027	244.448827432719
SCO1735	mu_wt24	0.0185095440808917	0.162286353618219	0.770320493663096	0.922972387692255	24.7832516217446
SCO1736	mu_wt24	0.0540285484251313	0.164539975699719	0.4626273316351	0.759494436865269	24.2606630843174
SCO1737	mu_wt24	0.0488350628818301	0.165527305539003	0.526938482069263	0.79868124090044	34.0113310003641
SCO1738	mu_wt24	-0.0164531921242133	0.151793848996039	0.828221491390916	0.947528490615444	52.1859934966844
SCO1739	mu_wt24	-0.0360923378208312	0.144774944704912	0.668813421353324	0.875705713546472	101.562556727146
SCO1740	mu_wt24	-0.0365752741796803	0.165648850011339	0.572208513667438	0.823525347222856	942.441922553023
SCO1741	mu_wt24	-0.261741531101441	0.339698657445077	0.0365089453366471	0.188306613307595	77.4399499579719
SCO1742	mu_wt24	0.0382822498763467	0.131561066416881	0.665009027931429	0.873445370860391	71.8789793826222
SCO1743	mu_wt24	0.0303292979332631	0.149243771053997	0.710194194982694	0.897131617447858	43.3160018421856
SCO1744	mu_wt24	0.0621333302301322	0.137555344980746	0.48836460105388	0.777397682330391	97.7012355609731
SCO1745	mu_wt24	-0.07579328193792	0.140960137185718	0.405473098768758	0.716932381555221	84.9242665287462
SCO1746	mu_wt24	-0.189946288659603	0.181345792016097	0.0814303174107929	0.303606423218635	331.910643700252
SCO1747	mu_wt24	0.0275661507206644	0.107986931622279	0.747064473432087	0.914550262095781	312.99035877292
SCO1748	mu_wt24	0.117066202876296	0.127571224398675	0.212791289413326	0.530177455234614	350.452784465388
SCO1749	mu_wt24	0.708446694518164	0.149383624481914	1.51953763548949e-07	6.0340349331857e-06	1450.59662933524
SCO1750	mu_wt24	-0.074826418198181	0.108887457809041	0.384933059102252	0.70096537833561	502.755963248217
SCO1751	mu_wt24	0.180717828439658	0.110838261616233	0.0443958881655414	0.212927292201746	403.984927180681
SCO1752	mu_wt24	0.220477102032137	0.116299517665432	0.0192563736248619	0.122927895931919	318.845129518495
SCO1753	mu_wt24	0.204486679580798	0.0998611141941565	0.0162740710903022	0.109472030121104	1302.84712987546
SCO1754	mu_wt24	0.220275602272726	0.14398389905412	0.0368468857060857	0.188862663306835	249.506765025472
SCO1755	mu_wt24	0.0471295953810099	0.110767608013784	0.581858949085137	0.83042906733761	338.209658717821
SCO1756	mu_wt24	-0.230541998311819	0.0697167894663562	0.0003504675649511	0.0057268881299314	3327.76372011519
SCO1757	mu_wt24	0.0129327091356011	0.0806121119577036	0.853468027080319	0.958256149896279	914.200328375174
SCO1758	mu_wt24	0.321620442436997	0.0983254985767196	0.0002237171973023	0.003906324395449	2064.06162594937
SCO1759	mu_wt24	0.0450271639963094	0.0986049017089273	0.583173921181775	0.831323602518642	493.620657785108
SCO1760	mu_wt24	-0.0199151258431163	0.0725514166130603	0.761264578017117	0.919744040936846	993.140551423485
SCO1761	mu_wt24	0.005333733367104	0.0879717857250857	0.943808399521577	0.987109719465642	405.223771885994
SCO1762	mu_wt24	-0.120537103969227	0.109397632371896	0.168295858909057	0.465078698893016	233.854737583962
SCO1763	mu_wt24	-0.0277296023949989	0.150674578001062	0.726262068698276	0.903241705671973	92.9675353281453
SCO1764	mu_wt24	0.118851886765103	0.110399478699926	0.17804438349358	0.478891411683752	301.683236163066
SCO1765	mu_wt24	0.0291314000258154	0.085081247421705	0.697661001871845	0.892134965642453	932.781991338056
SCO1766	mu_wt24	-0.0180099654958585	0.0931800071635069	0.817577806519062	0.943345407779834	2363.95437927594
SCO1767	mu_wt24	-0.0344776575999166	0.087512639265729	0.673294397915685	0.878504852060641	1889.52749797529
SCO1768	mu_wt24	0.041394994162868	0.0778427930369885	0.553527752360075	0.812632871980027	1182.75854966723
SCO1769	mu_wt24	0.0733094719152248	0.106474147977017	0.393639589335002	0.708171578822396	288.181794416151
SCO1770	mu_wt24	0.0262260141524383	0.111594362905372	0.761775761102548	0.919744040936846	204.41193006592
SCO1771	mu_wt24	-0.0551973025841992	0.0879739196956188	0.469844365180696	0.763200017863343	1425.18929134223
SCO1772	mu_wt24	-0.0204959321682159	0.0608253087313674	0.718254851459199	0.900003497329115	4457.61716980775
SCO1773	mu_wt24	-0.037591402009102	0.115559671053358	0.665275259152669	0.873492000906527	412.818444508053
SCO1774	mu_wt24	-0.146895317056302	0.0980601157859464	0.0744042087100146	0.290260485438567	1999.4527600539
SCO1775	mu_wt24	-0.0884361505325174	0.0870223943230376	0.241248370517307	0.56370150732073	669.508537732953
SCO1776	mu_wt24	-0.0686127968128334	0.0867222928930025	0.360250083684732	0.679563739597707	979.020928415595
SCO1777	mu_wt24	-0.0009648424281688	0.068253309165107	0.986731506735895	0.994997870609807	2762.52951377319
SCO1778	mu_wt24	0.0170949946209258	0.100570110019351	0.833422881367104	0.95038774151265	301.434508765485
SCO1779	mu_wt24	0.0550136135813085	0.0959969737074403	0.495045095483935	0.780988461367114	564.465601728823
SCO1780	mu_wt24	-0.0921934910856168	0.0668104674224963	0.134308403933994	0.411277724484444	2549.17737011167
SCO1781	mu_wt24	0.178828696587746	0.0872180371686831	0.0194720907875256	0.123770105470451	1209.49469123209
SCO1782	mu_wt24	0.111286471084074	0.0831997095569698	0.129899882913516	0.403804939056914	687.779577919305
SCO1783	mu_wt24	-0.0323201218439418	0.097397025232815	0.687924631614183	0.887512895913076	235.023414736936
SCO1784	mu_wt24	0.0551786877059247	0.127995020276777	0.539048960225743	0.80575516271535	135.724428700962
SCO1785	mu_wt24	0.14104329153847	0.128579877616225	0.139572668627612	0.41888814729116	325.949000470459
SCO1786	mu_wt24	0.113231417469123	0.143186992171947	0.236586584397065	0.559328395140255	292.963865664438
SCO1787	mu_wt24	0.255151960308632	0.196516531530895	0.0359880968722001	0.186531988419698	637.007298296757
SCO1788	mu_wt24	-0.103028476814097	0.110856802886034	0.239848251320408	0.561851945528872	380.877021756237
SCO1789	mu_wt24	0.0269263248058507	0.106948065332071	0.752204295732313	0.917098205394332	222.491403137491
SCO1790	mu_wt24	-0.131798257227145	0.134308476817023	0.170871384467892	0.467601350752075	359.715964782727
SCO1791	mu_wt24	-0.190175546015961	0.113461482370862	0.0376926849687425	0.191801782923556	1162.93460443056
SCOr04	mu_wt24	0.0072891224447503	0.174927954898828	0.495588524921915		0.69872453061278
SCOr05	mu_wt24	-0.0042157180705439	0.174170953185605	0.798665277350699	0.936666024554164	28693.1633227464
SCOr06	mu_wt24	0.0022938498717147	0.174458198397862			10310.3581541263
SCO1792	mu_wt24	0.343415980976425	0.20341107507299	0.0112118110918926	0.0839862441427167	99.3290064217113
SCO1793	mu_wt24	-0.403422463665085	0.135662666774931	0.0003652677280555	0.0059163759636369	828.42175701427
SCO1794	mu_wt24	-0.190612770293395	0.116289261620982	0.0394486726118484	0.19620733731388	1067.15530220738
SCO1795	mu_wt24	0.715849726876559	0.225265396941195	9.2839612458119e-05	0.001894235849767	1855.95862155817
SCO1796	mu_wt24	0.8459460885692	0.0591678126914242	1.95017732649402e-47	3.6010024333712103e-44	5449.72058238986
SCO1797	mu_wt24	0.0452365334424517	0.0820932123586098	0.530628845643987	0.80047705848011	931.882119878139
SCO1798	mu_wt24	0.0825353698796193	0.0821113437739582	0.254445877148859	0.5787918843922	1046.79711317838
SCO1799	mu_wt24	-0.117363103907178	0.0947540217611451	0.142774408479423	0.42416444814033	871.369537887523
SCO1800	mu_wt24	-0.158318696076953	0.119544736180177	0.0940302337723472	0.329462669185273	17533.1179030826
SCO1801	mu_wt24	-0.806152608238384	0.289138164150729	0.0002628554174407	0.0044940974842992	128.852987748984
SCO1802	mu_wt24	-0.91436118464398	0.267706312242786	3.19270410097967e-05	0.0007558112977511	228.356723623582
SCO1803	mu_wt24	-1.21880193453412	0.822856175855394	0.0037838025619317		8.3953162102514
SCO1804	mu_wt24	-0.168018026510516	0.304087471164002	0.00998621605635	0.0769918494699392	14.228659622839
SCO1805	mu_wt24	0.354052566288471	0.472236310478105	0.0195910351233674	0.124205481048233	172.480903411944
SCO1806	mu_wt24	-0.157775316460403	0.0743690921244744	0.0189298553916495	0.121684866773475	2290.7204806721
SCO1807	mu_wt24	-0.0565639066546529	0.130864386064562	0.529424901157485	0.799986153835757	200.311408279884
SCO1808	mu_wt24	-0.263074805124236	0.0834841851829922	0.0004702350274317	0.0071464113428209	1005.31336202736
SCO1809	mu_wt24	-0.17712198639195	0.0885016343304841	0.0216470350055503	0.133459933681965	1360.94486785985
SCO1810	mu_wt24	0.0794166911230434	0.137578433803713	0.388200521519449	0.704782500824462	135.552767800263
SCO1811	mu_wt24	0.0446123162324519	0.149037722162553	0.594855709845184	0.836877004365053	76.8189666447588
SCO1812	mu_wt24	-0.232314308624796	0.176601152026564	0.0436261994062839	0.210878997915453	157.909734348434
SCO1813	mu_wt24	-0.271791273637766	0.167004910633628	0.020343751930865	0.127771217484157	187.740553810485
SCO1814	mu_wt24	-0.150448715426134	0.0942344503568958	0.0610179622182179	0.256650722633119	886.737505056326
SCO1815	mu_wt24	-0.0750800888767851	0.0882036360860582	0.324344241718339	0.648512877458488	1057.69943136279
SCO1816	mu_wt24	-0.139040520826525	0.0810083528771846	0.0529194593820977	0.237477697096467	976.823241411341
SCO1817	mu_wt24	-0.242233322080848	0.0842068011565677	0.0012900136879913	0.016456029532822	759.531052922571
SCO1818	mu_wt24	-0.0305818648069346	0.0774020171682432	0.658998867501954	0.870727305075032	2124.62900815359
SCO1819	mu_wt24	0.0200475213007578	0.102112909894241	0.823880445348057	0.945344254985358	3345.39605405823
SCO1820	mu_wt24	0.201253329522941	0.174661398778518	0.0703432042458116	0.28008350757928	155.530524203011
SCO1821	mu_wt24	-0.0102336138767667	0.072185225173555	0.874894928610714	0.965771027158681	827.781666057766
SCO1822	mu_wt24	0.0321215693825054	0.095623780954723	0.690340353957262	0.888500437517122	550.619997982448
SCO1823	mu_wt24	0.0225122326350325	0.120839795371658	0.799988145916515	0.936701402304911	154.728329323059
SCO1824	mu_wt24	-0.212600400516568	0.144804010718628	0.0425400337004295	0.206575074892421	533.06960084818
SCO1825	mu_wt24	-0.147435072300234	0.157655821198401	0.146589148778031	0.431701618410547	86.4229768275331
SCO1826	mu_wt24	-0.071400176503609	0.121165622166051	0.424560456808213	0.731741445748396	154.615144538711
SCO1827	mu_wt24	-0.1520809472123	0.10204913711369	0.071603346566678	0.283137433519126	661.212751704519
SCO1828	mu_wt24	0.111118387534972	0.145376037078904	0.242765906528723	0.565280260284095	528.114701526595
SCO1829	mu_wt24	0.148376162979238	0.0924627498032273	0.0611451167666377	0.256746920090043	727.530921818889
SCO1830	mu_wt24	-0.0866464681001393	0.160730696628346	0.327673752753019	0.651073474562316	141.920027476725
SCO1831	mu_wt24	0.473504399955495	0.107991832704108	1.33477607831889e-06	4.38162493976148e-05	592.566147893278
SCO1832	mu_wt24	0.280791948871867	0.0961159212642268	0.000876971418947	0.0120620314717747	946.173777994309
SCO1833	mu_wt24	0.0653498945350836	0.103939789223801	0.437284527048108	0.740097047840817	1024.4665452289
SCO1834	mu_wt24	-0.0286099276457646	0.107493734843752	0.738143698290515	0.909564457052676	1126.62760387394
SCO1835	mu_wt24	-0.0898184324085045	0.121356230928154	0.322413658862884	0.647985333864645	563.0598890479
SCO1836	mu_wt24	-0.204833534128415	0.128241164644534	0.0383083036599441	0.193532921225956	1618.92904853542
SCO1837	mu_wt24	-0.604918101816921	0.196477461578664	0.0001496983946224	0.0028134156302334	466.215258768448
SCO1838	mu_wt24	-2.99749761239479	0.0886546205371628	1.1590531117607999e-251	8.56076628346528e-248	2505.37667613502
SCO1839	mu_wt24	-14.627076061276	3.42116217540325	8.43055314462373e-29	5.66073322965372e-26	1559.38274331657
SCO1840	mu_wt24	0.202809673804494	0.0781707323948292	0.0037722662475264	0.0371988765076507	2144.40881926743
SCO1841	mu_wt24	0.0821673874149283	0.107398690925754	0.339963640748157	0.660087132115111	1004.91791405976
SCO1842	mu_wt24	-0.0820777124973733	0.0772969747136369	0.239245643108653	0.56136108465668	1736.93362751724
SCO1843	mu_wt24	0.08413022385838	0.136345429928801	0.361702679289706	0.6809227282309	1140.50354267702
SCO1844	mu_wt24	-0.125827886397301	0.128020935297548	0.18582850121136	0.490548008836007	257.24013170485
SCO1845	mu_wt24	-0.0636951236204179	0.0865046577446364	0.395078689638582	0.709829778694694	622.115837944211
SCO1846	mu_wt24	-0.0181451207658653	0.138839777312666	0.829741911454848	0.948239789262804	51.7439041136157
SCO1847	mu_wt24	-0.416206083012423	0.129161439087626	0.0001711843053159	0.0031530356086368	611.498933934545
SCO1848	mu_wt24	-0.528917165859292	0.104886084594275	4.5590019523762e-08	1.90241742487292e-06	827.693423689591
SCO1849	mu_wt24	-0.507440608049122	0.114692531132093	9.83815153503623e-07	3.30293578353534e-05	2526.87622417796
SCO1850	mu_wt24	-0.452932719712823	0.134531231652523	8.17752907176208e-05	0.0017110263377913	1378.29557167031
SCO1851	mu_wt24	-0.375252454838481	0.146661257404602	0.0014736675363794	0.0182015191031754	388.639876557657
SCO1852	mu_wt24	-0.318494369303314	0.122294111930849	0.0017160841183023	0.0205762943145796	607.400106988678
SCO1853	mu_wt24	-0.41345859610884	0.138484677067168	0.0003477139572585	0.0057055791530459	372.200683979321
SCO1854	mu_wt24	-0.234599339399497	0.114946713590449	0.0125481930693541	0.0907008406080123	491.354270396525
SCO1855	mu_wt24	-0.374960974867632	0.119625313153255	0.0002583117078233	0.0044472966759524	473.885894751332
SCO1856	mu_wt24	-0.47964955103963	0.188780346338821	0.0009702921383994	0.0131016046329406	605.966379346969
SCO1857	mu_wt24	-0.397874314935343	0.12226821130054	0.0001550317670333	0.0028988978007803	1117.81243445211
SCO1858	mu_wt24	-0.422074590555067	0.144614000688615	0.0003483910368296	0.0057055791530459	709.126436344658
SCO1859	mu_wt24	-0.0612572148866396	0.0900978502479606	0.429985609099148	0.734443536578727	3727.08974579013
SCO1860	mu_wt24	-0.199288430226296	0.0834559767953092	0.0071895081105592	0.0604982992106137	14652.6824614802
SCO1861	mu_wt24	-0.0390267221321692	0.109347092484938	0.646464397039913	0.864218381965341	208.500974344991
SCO1862	mu_wt24	0.124813305139715	0.144433588737806	0.202356803673109	0.515026654696618	114.291268492069
SCO1863	mu_wt24	-0.122676105332627	0.0858862498095378	0.101142183252218	0.344415014062187	881.793336486033
SCO1864	mu_wt24	-0.181731742882425	0.210088402501912	0.0949175504725595	0.331627733108006	1060.7939277442
SCO1865	mu_wt24	-0.263434600241342	0.212518902049866	0.034061428982054	0.180601374344186	1704.47368113597
SCO1866	mu_wt24	-0.157601870469946	0.191157434606638	0.125279313278338	0.394253518480531	602.352010862783
SCO1867	mu_wt24	-0.010794824345779	0.124481979184837	0.874056574804881	0.965759264050214	999.709203164192
SCO1868	mu_wt24	0.124848224252168	0.115787311599713	0.167957329877688	0.464978187995809	744.080439234926
SCO1869	mu_wt24	0.0405821844966662	0.119347650583292	0.646610835143234	0.864218381965341	339.920864711511
SCO1870	mu_wt24	-0.0468540776236245	0.0898485340317113	0.538000846352378	0.804876291504693	328.49977968995
SCO1871	mu_wt24	-0.332393798909108	0.100331012272049	0.0001862172119563	0.0033464728163252	723.865057070785
SCO1872	mu_wt24	-0.168113332479042	0.121810929535269	0.0746600387213133	0.29049411748443	221.131514869166
SCO1873	mu_wt24	-0.0086596593221241	0.0882042947953872	0.907257428356055	0.974308918439895	434.043134589947
SCO1874	mu_wt24	-0.0951463710187571	0.140830594401495	0.308545567333421	0.634592619704246	112.682879485857
SCO1875	mu_wt24	0.139679843627596	0.106540481054035	0.106788098628222	0.355235089246747	533.773265289411
SCO1876	mu_wt24	0.0575131260592907	0.15630378124059	0.481791285472588	0.772147006482472	57.8059348319431
SCO1877	mu_wt24	-0.0036436065035688	0.155622658395047	0.959089770584826	0.989032537477288	33.4632343545123
SCO1878	mu_wt24	-0.0471795605247499	0.169999393869204	0.452438684258423	0.75179125352817	44.4278762575246
SCO1879	mu_wt24	-0.0209828567631538	0.172125103178416	0.592810260766376		5.81965828312293
