""	"D24_1"	"D24_2"	"D24_3"	"C24_1"	"C24_2"	"C24_3"	"D45_1"	"D45_2"	"D45_3"	"C45_1"	"C45_2"	"C45_3"
"SCO2352"	8.10268581619775	8.16106493396192	8.13896303257898	8.02019511904214	8.03871717303183	8.22595376149445	8.88652563007425	8.71526036172666	8.74840995405902	8.66787368729154	8.70381545208119	8.67180543017197
"SCO2353"	8.6192642115705	8.51442434741719	8.60024595119994	8.60971363371589	8.59988870070318	8.61465194815374	9.69417041996402	9.78721247129854	9.70948616282153	9.14492616769238	9.07500807595279	9.13842621771899
"SCO2354"	7.14717010721239	7.18709057537631	7.05517514492212	7.05321224971545	7.15220185286957	7.16536751400574	7.87030478270355	7.97808126073734	7.8414450238406	7.59479482128591	7.53510614722658	7.6931729975554
"SCOt10"	6.66043943324375	6.59608002384877	6.77578515872407	6.69788487723141	6.62372455989661	6.77232911137851	7.07611126475794	6.97619356416157	6.8514704415679	6.78543433850639	6.92147671453253	6.92767599022987
"SCO2355"	7.2825136060194	7.10802872984769	6.97851330039218	7.0335110951077	7.11131614768174	7.11626219437888	7.54679884478371	7.43790398856093	7.26008157083547	7.22469471794803	7.10855013731491	7.27741844646577
"SCO2356"	9.34221200433745	9.40723184131188	9.41330649876662	9.35022207600296	9.29675453290909	9.39281298341338	9.62362182802412	9.5759403653583	9.62903139172663	9.54797053840241	9.56490832290823	9.66535247837192
"SCO2357"	9.80165888552601	9.75813561938964	9.618741306916	9.75171304289883	9.71972481735305	9.68752713053552	9.162763133902	9.01921680292745	9.16204481397013	9.23542207111099	9.29382601221343	9.25507830268134
"SCO2358"	9.98944443299847	9.81098045464206	9.87776757233993	9.80342102633539	9.59864001781614	9.78074957861234	9.17136332419207	9.28776008485466	9.18537695388787	9.24863141611934	9.29821901812819	9.23331936424697
"SCO2359"	9.42382120357037	9.3251331915118	9.3365624177581	9.18416035954326	9.0768117847032	9.05000881831793	9.6359692855157	9.48515690462183	9.49978423595756	9.78024673976272	9.56852825504271	9.52539443216838
"SCO2360"	7.7496189992992	7.57685386346651	7.91584888998183	7.80689739091659	7.54643491985445	7.79608322850227	8.06692712880843	7.96702127698317	8.03515748190873	8.2247384153066	8.10028770965277	8.32468966367024
"SCO2361"	8.0614684042144	7.95291238033371	8.09460921714144	7.94660843149187	7.88659506672184	7.79608322850227	8.07360253261914	7.96702127698317	7.93224207275704	8.09846703758377	8.13267986812881	8.26398862270864
"SCO2362"	8.55510489689278	8.65089981478178	8.56456682397055	8.56043286370655	8.50934664248682	8.56698947328324	8.81792491725703	8.72436689182203	8.73235811133225	8.7688099576652	8.83614787344012	8.73079288052568
"SCO2363"	8.1747306724484	8.35598768090495	8.27603973664067	8.3714425163863	8.39688974845524	8.3421373578457	8.73384479573347	8.82625323584377	8.75636390124281	8.70760899177889	8.80191006293071	8.91887109563843
"SCO2364"	9.288667860445	9.3251331915118	9.28294577101372	9.35022207600296	9.37214567645344	9.42113924189636	9.96206059132725	9.87945772441893	9.8117388675308	10.0152353674103	10.3153257163039	10.1325320722494
"SCO2365"	8.88575853194634	9.02403131224132	9.00464531890103	8.85879108830037	9.04231489337655	9.06403680257671	8.95516028842047	8.95450107615897	9.01743955329368	9.39333149775039	9.70126070314577	9.31085912209741
"SCO2366"	11.563878869629	11.6640870655658	11.5888963531527	11.5145246896878	11.6274678499608	11.698867579188	10.9926556479087	10.8596972706039	10.9696621409856	11.1586914298035	11.0160823827552	11.177653754463
"SCO2367"	10.683910528874	10.7985684418178	10.6566887679839	10.6089926040521	10.6547717957415	10.7269312666337	10.1407666121779	9.99057108344984	10.203659451552	10.4775647280107	10.4003482032983	10.5669866507178
"SCO2368"	12.359190003279	12.3396652253863	12.3868743447329	12.3304601271679	12.3324598239066	12.5616348022848	12.0309653725242	11.9154539506116	12.0212394794573	12.2382394494558	12.0281123148288	12.1777003794337
"SCO2369"	10.9334864759015	10.972469483073	11.0176875218598	11.1086266676937	11.1189925929126	11.1587277159453	10.8486319093225	10.5913035874469	10.6489240994709	10.9331538288164	11.0134583325784	11.0540859829037
"SCO2370"	12.5689271469455	12.6412770695528	12.6649935456687	12.7607748825953	12.8035280321721	12.8155731231681	12.3607386177671	12.2685057303152	12.3000744647709	12.7946193490709	12.7738425002034	12.7589004875436
"SCO2371"	12.0142892537716	12.1222316444116	12.086625232792	12.2921235216863	12.3088514623936	12.5449216509157	12.5193046068748	12.4655717328639	12.4173626227718	12.7545702019223	12.8642209181992	12.8586719296126
"SCO2372"	9.41885798905727	9.29377534581926	9.29504052021514	9.10001603523844	9.24345186817318	9.41898056625993	8.93832464087702	9.06699094775278	9.02179004067876	9.3253515481943	9.48089166636289	9.49763046363829
"SCO2373"	11.6362237449222	11.1943640118222	11.2941946184049	10.7439048336185	10.5010753126135	10.910180665923	10.2918224304679	10.3304266618637	10.2451760880976	9.70445849531644	9.98639711382267	9.89585564275549
"SCO2374"	8.4058743962656	8.24022146868466	8.15338912291586	8.31184741058066	8.12217506819914	8.1717991193373	8.08684087334806	8.13726488178751	8.01625210791044	8.03996843991738	8.18988296841533	8.02142027096879
"SCO2375"	9.99936645508587	9.99063253732137	10.0428424083077	10.071025471404	9.8896091724311	10.0753796606854	9.40488800173342	9.3484342740632	9.27495808661466	9.64432847561257	9.36250216425891	9.67119662383074
"SCO2376"	8.59215234731446	8.71856581703946	8.6447345564646	8.71426475605589	8.79245088842355	8.79314502018602	8.37277098063458	8.38824153336043	8.44800944081712	8.7461880739745	8.78285962362828	8.70457295026487
"SCO2377"	8.63261269683956	8.66928552923764	8.69246402891697	8.80770759389867	8.82564793954539	8.90745155777	8.38314830631384	8.24298583997514	8.28005629012285	8.57599118457103	8.42082086899341	8.5419291842662
"SCO2378"	8.26653664107995	8.21440351026111	8.18173276964647	8.148945753832	8.1269058819871	8.26248271859208	7.9836903894184	7.8499962025225	7.87973863905168	8.06632800556529	8.05567208358275	7.99574467951699
"SCO2379"	9.5032712432324	9.18900814453215	9.30104864827531	9.27831077897197	9.2313234138004	8.67933999020659	8.56131470450393	8.50068848221699	8.53219844724269	8.14814515720097	8.18479326881245	8.27636878994469
"SCO2380"	9.73970895147146	9.6303428073438	9.55020586702312	9.60379224554282	9.64772532012199	9.50689544936592	8.96516244197504	8.9235609932773	9.05398474170191	8.88340208868206	9.19111676966398	9.00627362038919
"SCO2381"	9.617840799636	9.74147050270908	9.72899250283857	9.5762317085828	9.66718803782616	9.63850213625614	8.96183656032561	8.86220721730456	9.10192562523628	9.61023199536022	9.49238877676974	9.50912928734575
"SCO2382"	10.0075822673605	10.0989113839216	10.2176347994507	9.29542571876939	9.37946523471948	9.46571861289492	9.47093978678359	9.4028975286584	9.4092314633183	9.13354252593122	8.81758106504386	9.04567614595795
"SCO2383"	10.0669485873915	10.3424457616652	10.5650481340321	9.30511187093552	9.43843116823846	10.0001092875749	9.77256576276149	9.74741089345995	9.63603040525097	8.86612824215783	8.98443395030165	9.05251318723686
"SCO2384"	9.18968890720508	9.29377534581926	9.16576389969058	9.12222776671314	9.13026404484746	9.09166931573377	9.10101015158614	9.11542378459485	9.00650230207849	8.90384323174304	9.08783639604292	9.05478463449857
"SCO2385"	8.9218849813263	8.62755062769488	8.79613172251423	8.82837459859794	8.83110179805115	8.85639793414937	8.43379696069641	8.51850735277942	8.48430226146117	8.69581317721327	8.58679313755714	8.60372099297362
"SCO2386"	9.64772555004099	9.57956242524096	9.59707392552973	9.763948322407	9.63561336085519	9.69642185540538	8.70594001203717	8.85947536469312	8.83838566744119	8.93724036460846	9.02513481821377	9.1255533901065
"SCO2387"	10.9022600669957	11.0458210171322	11.0355103183069	11.2001190254768	11.0752721223892	11.1173324438036	11.4403585510018	11.308426822993	11.3276627533354	11.6014589287412	11.5521050255207	11.5786766007407
"SCO2388"	11.2196424365064	11.3109170121876	11.4175000600523	11.5353896792943	11.445971413825	11.5224353424043	11.5270669086644	11.4003478676758	11.3526795130153	11.9044819924501	11.8679643268929	11.9180828950951
"SCO2389"	11.5544355137176	11.5543315243884	11.6879154942709	11.8991342403555	11.8371698654527	11.9355163482979	11.3835396781861	11.3555896361307	11.305682127576	12.0484191913288	11.8863446917579	11.930188605693
"SCO2390"	11.9513685881702	12.0275459751165	12.0874786937827	12.276498846205	12.104625207475	12.1972662104942	12.2035527413966	12.0863447249642	12.0304598791465	12.6155895330964	12.6039995139345	12.5201829962622
"SCO2391"	10.3828380639205	10.4393653189857	10.4432618873983	10.3479395648573	10.395461171713	10.2609829333983	10.9508619357473	10.7988818864073	10.9641658604559	11.363177735325	11.2407437599391	11.1285466297577
"SCO2392"	8.88209222312006	8.79960640024611	8.80477698846339	8.76539171824347	8.87395456818922	8.86288626969402	8.34111600564999	8.3321500932393	8.34342499057811	8.39018627189546	8.24935660921821	8.28046812139855
"SCO2393"	8.75916034948773	8.85632924363439	8.83460395483327	8.90154857102926	8.86336850652662	9.09712967198395	8.81421556789106	8.75131809454093	8.86302244663851	9.07218171376375	8.9021161717915	8.9263733165164
"SCO2394"	9.28593575979815	9.39119403747045	9.26460382739969	9.45808237153637	9.29481641831346	9.46571861289492	8.72195732830401	8.56713385568942	8.57535792305428	9.07218171376375	9.01170229831811	9.12770723830689
"SCO2395"	10.4588770478849	10.3790621024448	10.5188383788553	9.8401751711842	9.81392979713582	9.88538278165172	9.56882867173626	9.43566423142232	9.51964215680962	9.05110293407559	9.14535134350088	9.32212567322855
"SCO2396"	9.96602024280605	9.84838796805006	9.99053146992409	9.17888395384081	9.06540905712408	8.8853527113926	9.12781562505467	9.20108436407982	9.18151554485578	9.10757979223571	9.17682780990002	9.24523020038909
"SCO2397"	8.43714249146147	8.32655080872651	8.39352794060981	8.40966134848857	8.50934664248682	8.28792754636976	10.2892373532425	10.0731471184592	10.2469935515452	10.3016744197081	10.0610904357313	10.112375694332
"SCO2398"	7.4367638942653	7.4113724129086	7.32635812633437	7.33362761738015	7.4704779615617	7.24015227974337	7.81313982804076	7.81869296758975	7.76053510086185	7.49924499921032	7.67338615086055	7.50476546843248
"SCO2399"	7.91242998141549	8.05417111369312	8.06409018591774	7.86789538421461	7.96519736068065	7.96676115010367	7.63037347225694	7.54385008204484	7.55496649443517	7.75319697736489	7.72832008837433	7.68628957706191
"SCO2400"	8.7551308469086	8.91835939100568	8.6152437793919	8.7831863139098	8.62237119090047	8.66440260489849	7.96190680659878	7.99988563318782	7.98240441814056	8.19584890803701	8.37791925841077	8.17364240372637
"SCO2401"	7.64242924006243	7.75747953438746	7.98410979623811	7.86789538421461	7.88659506672184	7.973336787683	7.89391965070191	7.86226986230648	7.85802066231826	8.1235646646451	8.07819105674763	8.15110368855034
"SCO2402"	7.32755444808778	7.29119845838266	7.2408652662983	7.65526614165092	7.35788732992081	7.56400214139962	7.39250525232267	7.48356288929471	7.37623162299315	7.61478761854249	7.6489006651728	7.50476546843248
"SCO2403"	7.23467086111833	7.16817732458395	7.25874546452324	7.29377206459251	7.22727360253092	7.25422520082329	7.47886877997648	7.59260516920327	7.35800119508513	7.59479482128591	7.44737222486568	7.30950363927794
"SCO2404"	9.77874427356305	9.88861639606392	9.93239980100446	9.62507470735373	9.52329246303098	9.87447850794082	9.00767542303925	9.01434628121272	9.04119764665367	9.21132306839075	9.36459467616849	9.03880477612856
"SCO2405"	9.93014390781828	10.0726037229693	10.0830054911847	9.82024573050358	9.85357820273431	10.0185970189604	9.19964978407069	9.03372504396201	9.09782270056199	9.17852369723514	9.38122271952504	9.26680445555922
"SCO2406"	9.37337736373664	9.44395289573104	9.54266071855971	9.39618006494319	9.23740091223924	9.39720842619498	8.81049593320295	8.54651661525429	8.76164029138128	8.94382219617482	8.94531696385011	8.8677641612903
"SCO2407"	9.98445734479896	10.0659501942319	10.1370657195898	9.82692006505143	9.84573674301196	10.2857996954419	8.9315314756359	8.77190958703222	8.89915359654859	9.0601764357339	9.14290004883578	8.94863413905662
"SCO2408"	13.2924666490282	13.1993132015801	13.0255059835984	12.9421380629716	12.9387980597209	12.7878441946025	9.19403863391043	9.49553879717483	9.13431554209675	9.4330457348774	9.64075604094653	9.44725267440868
"SCO2409"	10.6612729306745	10.6132287321636	10.3928781499777	10.3799115964142	10.4122930495568	10.2308658346507	7.78768334340738	7.85615023629282	7.90103774002793	7.71808481908731	7.63223673621858	7.64397354988966
"SCO2410"	7.44948224168886	7.32295140584353	7.46065911960538	7.44275754425142	7.41602412491704	7.41734634065538	7.11498241605276	7.21305809466778	7.12250138998818	6.93405982457864	7.15489669029793	7.14625050466255
"SCO2411"	7.08865603003219	7.20550578574213	7.03075735730579	6.94689614885897	7.1388534763213	6.93944252832302	6.98985492976254	7.01142036101591	6.98011843195165	7.06735224629641	6.79208491677736	7.01563456732593
"SCO2412"	6.83303382875372	7.01767715715828	7.03075735730579	7.12618456841153	6.89149658780671	6.98386011658311	7.11498241605276	7.02822530474391	7.05558291504898	6.88062245092124	6.87433225090131	6.94650892884461
"SCO2413"	6.71354563270201	6.9389604733001	6.77578515872407	6.77739844074747	6.93187212452107	6.98386011658311	6.70799883895297	6.87566973447317	6.69473722567711	6.70412851384864	6.72470566310595	6.81976019866291
"SCO2414"	6.92426022860488	7.04158467927721	6.85444588193158	7.05321224971545	6.98683359382328	7.00473940044296	7.09584781989601	7.13420987978605	7.02659465607572	7.00474213478295	7.04094002485749	6.90808111749919
"SCO2415"	7.14717010721239	6.9389604733001	7.25874546452324	7.23722312662043	7.06763529649136	7.08132680585719	7.23549614533819	7.28408571598973	7.23891403844291	7.12406238130739	7.12436652318792	7.15923664983291
"SCO2416"	6.83303382875372	6.76812494976429	6.72876608319285	7.0335110951077	6.95085841819577	6.9156639269242	7.03459640115322	6.99409286368857	6.99605215044953	6.78543433850639	6.72470566310595	6.88762771495142
"SCO2417"	6.75824098974302	6.80858425194576	6.81713319758144	6.99193976291012	6.93187212452107	7.08132680585719	7.03459640115322	6.89755137938437	6.89198537797285	6.78543433850639	6.79208491677736	7.01563456732593
"SCO2418"	6.75824098974302	7.06454967037789	6.97851330039218	6.96990420707694	7.02054373996142	7.08132680585719	7.09584781989601	6.80226115399413	6.92916223863123	6.95870781047618	6.82144438085857	6.94650892884461
"SCO2419"	7.02403530891431	6.90976043031253	7.03075735730579	7.12618456841153	7.12523037446706	7.16536751400574	7.01267380301504	7.22537977579127	7.33935751495711	7.25530068342174	7.04094002485749	7.03162945637709
"SCO2420"	7.12824643545037	7.25809046044752	7.12302748500355	7.09076659755313	6.96915652231911	7.06309240657306	7.18638960708241	7.09099265049794	7.30072307164275	7.04722231793464	7.05856297203294	7.17197870992327
"SCO2421"	7.14717010721239	7.18709057537631	7.07862855442758	7.07227924343088	7.20312735280877	7.19623336381611	7.01267380301504	7.04455020750162	7.10967641598504	7.10572029976136	7.15489669029793	6.96465957707363
"SCO2422"	7.02403530891431	7.06454967037789	7.1441280835048	7.07227924343088	7.19074123443819	7.11626219437888	7.29627168154693	7.34910752576805	7.26008157083547	7.15927337612092	7.10855013731491	7.1330068024288
"SCO2423"	7.04636809172478	7.10802872984769	7.07862855442758	6.92278095661413	7.09709267733313	7.26803878900066	7.29627168154693	7.26115062581265	7.15953599199947	7.19274440194188	7.33832366068811	7.18448901060537
"SCO2424"	7.35622849568301	7.45234735012546	7.62475386761437	7.50856629819015	7.32721400700818	7.34611696996504	7.33891834453093	7.65401423422826	7.61914994053745	7.41735089992986	7.40541946079125	7.38926047455701
"SCO2425"	7.1087583511124	7.14872683631233	7.20374475895492	7.23722312662043	7.003946464849	7.19623336381611	7.32495494962659	7.27270433757299	7.09658863280565	7.00474213478295	7.10855013731491	7.26641984106884
"SCO2426"	8.04740179417198	8.11237486618266	8.39352794060981	8.13726857914382	8.18676692521142	8.59895679941954	7.92464519163246	7.8683555430265	7.85802066231826	7.90580188598533	8.04997411584006	7.90947423988715
"SCO2427"	7.68272480457422	7.74769591883585	7.68110577640347	7.57982339904178	7.60914481000822	7.84865655993956	7.54679884478371	7.465579398062	7.42014920535648	7.32682302852912	7.4775718900384	7.29895469028747
"SCO2428"	7.48657856498777	7.39727037193221	7.16458061907396	7.23722312662043	7.27330964276033	7.1809718418219	7.11498241605276	7.02822530474391	7.09658863280565	7.06735224629641	6.96438272099502	6.98219452477416
"SCO2429"	6.92426022860488	6.96653061852154	7.1441280835048	7.09076659755313	7.12523037446706	7.11626219437888	6.88689303886898	6.93843876012046	6.92916223863123	6.81978028174295	6.82144438085857	6.81976019866291
"SCO2430"	9.85007103486159	9.83079163479657	9.86978843642594	9.87278071783702	9.95903848773661	9.78074957861234	9.54717278070662	9.5075546655685	9.48586989819827	9.68918462089507	9.6863759801872	9.56682283301061
"SCO2431"	7.42385774756191	7.73781991169471	7.60128277885835	7.64614580966778	7.61670466098062	7.50401914822002	7.54679884478371	7.5098852014599	7.5173418495986	7.57438013222194	7.53510614722658	7.65827801788334
"SCO2432"	7.62165351081002	7.50418990939773	7.64767795420456	7.4979259364575	7.4704779615617	7.6295129203926	8.06021356933901	7.9890352540839	8.07207256284359	7.57438013222194	7.4775718900384	7.44445970091337
"SCO2433"	7.21801320526429	7.04158467927721	7.30999553780326	7.15977565715959	7.1388534763213	7.08132680585719	7.4053822922912	7.41895608222077	7.57684058023852	7.14190115034034	7.15489669029793	7.30950363927794
"SCO2434"	6.95106129673953	6.76812494976429	6.92051616668132	6.94689614885897	6.84714610246029	6.77232911137851	7.18638960708241	7.2005216107659	7.1946509957085	6.90810560035889	7.00399189199242	6.86619669784249
"SCO2435"	9.05748967366162	9.15118033835881	9.27074477573754	9.44067375402561	9.4592714911895	9.64219263678004	8.45350531706671	8.41153821657931	8.52276022978483	8.72317529227663	8.79875375558805	8.73367451416772
"SCO2436"	9.54250792307561	9.55586044651818	9.41053809748481	9.64414733589624	9.66570040260074	9.84445158371243	8.63136018895849	8.76312354790372	8.56927927971077	9.07516667737091	9.28056304263825	9.11038128974477
"SCO2437"	9.09567888196896	9.13187003836957	9.13230995422205	9.25348898202633	9.36294188962899	9.4168185523026	8.60987112309595	8.39215418089053	8.46463364279906	8.63520114351587	8.75376499756741	8.89355916221208
"SCO2438"	9.86645116204194	9.97116323798857	9.8292051729948	10.0050315702658	10.0884865368683	10.3147923460774	9.17991025499795	9.20108436407982	9.17181451435829	9.51794376260894	9.53930438010576	9.4283170790975
"SCO2439"	9.66869051041098	9.70968384219935	9.78742542532282	9.7656876131879	9.73113897114947	10.0185970189604	9.71369596430326	9.76032676799769	9.8117388675308	10.0498904238207	9.98639711382267	9.84003432878049
"SCO2440"	8.82203303575989	8.89927905434608	8.97837558106464	9.13320055964986	9.20880820082571	9.42974077257015	8.95516028842047	8.77190958703222	8.99326081067444	8.96337844330119	9.05945398710985	9.07058017409822
"SCO2441"	8.19989556386127	8.20128697094323	8.07944847210397	8.29649392526879	8.43793559669117	8.2828802572562	7.86231942046863	7.89829025076896	7.98730125649532	8.0129987512349	7.97323622907277	7.77237740263092
"SCO2442"	8.66756008042235	8.80785788802553	8.83881138648658	8.84535746762869	8.72052333406828	8.84003898854682	8.47291469711031	8.43441532539333	8.33978511531821	8.58031054236559	8.59787305885089	8.50476373710832
"SCO2443"	7.42385774756191	7.24097663691518	7.29328663791076	7.10872138159431	7.43455392253253	7.11626219437888	7.32495494962659	7.37975731952369	7.27044582225735	7.31303276371589	7.12436652318792	7.27741844646577
"SCO2444"	8.50725866498918	8.28413775799291	8.26300285241051	8.46040322651107	8.33071380860546	8.3848101954029	8.68564228843169	8.66876472493619	8.52591395450668	8.56294654597638	8.64837524730331	8.55188288579946
"SCO2445"	7.92036422663171	8.061605861335	7.95049357721377	7.69094124340755	7.93775149568415	7.91273496091337	7.8861039206367	8.08321685494066	8.18467078952653	7.92806878721796	8.13799407931308	7.94260079069817
"SCO2446"	9.86101211273783	9.87723848786821	9.87975536455032	9.81521926660172	9.79368163931559	9.89620390760016	8.56131470450393	8.69994253037153	8.79286816397995	8.84156682318962	8.7892399480387	8.91636109575454
"SCO2447"	10.2468321025518	10.1704001633482	10.181137098693	10.3140545247027	10.3242086707986	10.4059617459643	9.55804242714276	9.58729057411278	9.53322720582009	9.65420186841545	9.71273021718439	9.65211395299708
"SCO2448"	11.2076376891689	11.201176782319	11.1930574839219	11.1031795566112	11.2233121066401	11.2459302241735	10.8389672064543	10.8410513828645	10.7450790678669	10.5464981858064	10.7234169281046	10.6248854734247
"SCO2449"	9.16901427429851	9.29952961916668	9.11184041640216	9.25098220012659	9.35181655332635	9.45523253887285	8.33576172988234	8.51850735277942	8.41409739345952	8.65163873317982	8.79558999255067	8.61005844555943
"SCO2450"	10.3367582585249	10.2355194783009	10.0428424083077	10.3525509829842	10.2920031827042	10.5287246785285	9.33047111884507	9.39920890794016	9.39934953967813	9.46267233645241	9.50189821503313	9.5221564454941
"SCO2451"	7.25095945512054	7.06454967037789	7.37354698559427	6.99193976291012	7.2390523924329	7.1330389555263	12.0957382573638	12.1220241582417	12.1457334367302	12.2424524723391	12.2566445687298	12.1448388044741
"SCO2452"	6.83303382875372	7.04158467927721	7.00525343122344	7.07227924343088	6.8698898320473	6.77232911137851	10.8832381233311	10.9091205582338	10.8212731575126	10.76730352795	10.9795749704242	10.785089123568
"SCO2453"	6.59111238278648	6.4234206960654	6.81713319758144	6.4234206960654	6.76980331798549	6.69394660373371	8.2976254096247	8.20724733859046	8.13401695717211	7.97837608039099	8.20502529691223	8.1781000632929
"SCO2454"	7.85524478913906	7.73781991169471	7.85250362143932	7.84542011746796	7.89816758142699	7.8189288963717	8.55228858854086	8.53957084433041	8.46132602412019	8.09210883168043	8.43758391495717	8.33648280420539
"SCO2455"	8.91831542013408	9.05522805687148	8.88017797806633	8.66881741239843	8.73814335970584	8.81008166471687	7.8861039206367	8.02657308759376	7.81324434883203	7.70007139571625	7.83020838354023	7.80369329438058
"SCO2456"	8.67186405837251	8.63225376242395	8.59520823658234	8.29649392526879	8.5436208451322	8.67562145466885	7.51346010605241	7.54385008204484	7.5840219842714	7.74452929073379	7.74349201742309	7.65827801788334
"SCO2457"	8.74703511330668	8.84837106003345	8.68305514495572	8.24389682490273	8.57040277176753	8.55070682931852	7.65995839882193	7.66142923534832	7.54756151178804	7.5640073121652	7.74349201742309	7.59220998232443
"SCO2458"	9.21582399268354	9.1952132348941	9.20164992897509	8.82495211986412	9.0699815348655	9.14532085750885	8.12569028745155	8.17509255281346	7.92193691692226	7.89070657406477	7.96096196978747	7.93714702051276
"SCO2459"	8.04740179417198	7.78629671692667	7.92461061317768	7.77505239685029	7.78933020895444	7.94007133003813	7.66962846910298	7.49242184028776	7.67286992592179	7.91327352508366	7.69729155612055	7.7975032807575
"SCO2460"	8.01874910098617	7.83265961790686	8.09460921714144	8.1431213801233	8.0077811249969	8.01833919111523	7.79623633662452	8.0106346870407	7.87434918746127	8.02656193225694	8.05567208358275	7.94802835604952
"SCOt11"	7.02403530891431	7.12869441723613	7.1441280835048	7.09076659755313	7.12523037446706	7.14939814494188	6.96602646248119	7.32801771173072	7.29076175150653	7.15927337612092	6.92147671453253	7.03162945637709
"SCOt12"	6.66043943324375	6.76812494976429	6.77578515872407	6.84183621034251	6.79740793457136	6.89062782723829	7.11498241605276	7.29530157185049	7.10967641598504	7.24015607247224	7.29030640483241	7.26641984106884
"SCOt13"	7.12824643545037	6.96653061852154	7.03075735730579	6.99193976291012	6.8698898320473	6.9156639269242	7.28152624216747	7.31726178778061	7.41154489211068	7.47660430901757	7.32658835207643	7.47080306829716
"SCO2461"	8.81433347608296	8.84437425587212	8.97077594004299	8.75459998386866	8.78119982270956	8.96867469445091	10.7118460063354	10.5655482142301	10.6399800597264	10.9186219397399	10.8494912787848	10.9091255979137
"SCO2462"	10.6539945000618	10.5349491301585	10.4459354649463	10.5660130970362	10.4902738914753	10.4702038646855	11.1450898846326	11.1054012854513	11.0491611363939	11.2086270125483	11.4212388967973	11.2975342637614
"SCO2463"	10.6890060044984	10.6143653115616	10.5188383788553	10.7342369068458	10.6017516479835	10.365542132341	10.4848158794038	10.42486069641	10.4082754250493	10.2688592365552	10.3657061003472	10.2776403888468
"SCO2464"	10.1344694729518	9.92589729132125	9.93431260777273	10.0835871242661	9.93831813459781	10.0672101113903	9.78920797493304	9.72708207741235	9.79436967630954	9.76759140765482	9.78896703698137	9.85034843229307
"SCO2465"	8.74296872190584	8.83634484736433	8.68305514495572	8.74372017282741	8.60312421246236	8.67933999020659	8.75730578772845	8.39994339075297	8.58442307956977	8.67591685093084	8.62336710269733	8.63820390779652
"SCO2466"	8.55979386751495	8.12648973250707	8.29534116575997	8.46491774062454	8.34264783583758	7.78057703634321	8.29208078625376	8.20270558199206	8.20922352969139	7.82816920913923	7.73593371409529	7.67935919220589
"SCO2467"	8.58757856157349	8.23381783044307	8.36366085569716	8.48725509274577	8.38928216293072	7.9601473235361	8.06692712880843	7.93889117249057	7.9675868055773	7.71808481908731	7.7731912908761	7.83411986309024
"SCO2468"	10.0622262505598	9.96222465212087	10.0124110890412	9.8614538476507	9.95661642080831	9.99437208052308	9.61324897287655	9.74163242459233	9.70151065234118	9.77302898461801	9.65102207541992	9.77516761818883
"SCO2469"	9.57624127496749	9.59591934988116	9.59707392552973	9.62507470735373	9.70677271571587	9.98137812147944	9.82729566352127	9.59534217780883	9.70151065234118	9.9239006112958	9.89613908967295	9.78461818978286
"SCO2470"	8.30142186960747	8.05417111369312	8.26300285241051	8.28615188758733	8.18676692521142	8.20458034515007	8.2976254096247	8.2819868677278	8.40720520289406	8.80568203984224	8.79558999255067	9.00392004011105
"SCO2471"	6.59111238278648	6.90976043031253	7.03075735730579	7.41968924299807	6.76980331798549	6.86411972791247	7.20313568022152	6.99409286368857	6.91094168849784	10.5178202739652	10.1100284984216	10.8148292698162
"SCO2472"	7.57872940997836	7.68697407839802	7.43258560137907	7.75052449437627	7.67518811756815	8.08570911542698	7.33891834453093	7.58465007737705	7.65970873401256	7.68173496650771	7.48741624031107	7.8098477587754
"SCO2473"	7.1087583511124	6.90976043031253	7.07862855442758	7.4979259364575	7.30609485538627	7.19623336381611	7.23549614533819	7.23749647613756	7.183142463609	11.233611571181	10.4173597640424	11.8268130193752
"SCO2474"	6.79755257856385	6.76812494976429	7.12302748500355	6.96990420707694	6.8230711865949	7.04428703508115	6.98985492976254	6.97619356416157	6.8514704415679	7.70007139571625	7.61528684075421	8.2598341616056
"SCO2475"	9.0767171877891	9.0990716427744	9.12891944070091	9.18152467665126	9.20260356626836	9.35261835476187	8.71397283716336	8.64328122116557	8.60236675743312	8.88340208868206	8.81758106504386	8.80376264577833
"SCO2476"	7.85524478913906	7.99291906294689	7.97579820900965	8.19455418732013	8.08852184826284	8.50908312507441	8.07360253261914	7.79297969472999	7.91153619045241	7.81195722857569	7.80207929578551	7.8098477587754
"SCO2477"	7.65265607487568	7.43890172843042	7.69200680618376	8.50047359985702	8.41196929818144	9.38398036979395	7.66962846910298	7.53547436402738	7.77839690245686	7.77032055607896	7.53510614722658	7.50476546843248
"SCO2478"	7.4367638942653	7.39727037193221	7.47436923024096	9.37339029996216	9.24546299667404	10.6841076888557	7.33891834453093	7.34910752576805	7.32987265625052	7.52133749840514	7.51632553884137	7.56915229849414
"SCO2479"	6.79755257856385	6.76812494976429	6.81713319758144	6.77739844074747	6.73974931198323	6.64441180775957	10.7517401263529	10.8570483445702	10.7761691047499	10.7464162594835	10.9956196059456	10.7499375744458
"SCO2480"	7.67280130408609	7.29119845838266	7.37354698559427	7.37160368608906	7.35788732992081	7.19623336381611	9.96206059132725	9.93104342799483	9.96803516368427	9.7251939958426	9.89900350248407	9.62224225852475
"SCO2481"	7.38393494239038	7.30723494747774	7.6362822680517	7.22239105684468	7.22727360253092	7.24015227974337	7.93219659891554	8.06293462721388	8.28387456142603	7.57438013222194	7.50679021643581	7.67238103164865
