""	"D24_1"	"D24_2"	"D24_3"	"C24_1"	"C24_2"	"C24_3"	"D45_1"	"D45_2"	"D45_3"	"C45_1"	"C45_2"	"C45_3"
"SCO3260"	7.74032346499033	7.93650688618206	7.75508991810682	7.74221948982829	7.75703677590666	7.74078657091862	7.70741045557693	7.68335171157245	7.80751469472862	7.82816920913923	7.73593371409529	7.74663984792594
"SCO3261"	9.63286238477664	9.84449650341973	9.87975536455032	10.0696228699214	9.92969761530895	10.0185970189604	9.65226609215133	9.46062918722104	9.66094299041526	10.1833634541307	9.88317721150735	9.98388503931034
"SCO3262"	8.76718302098803	8.72295629684909	9.00464531890103	9.13593014571839	8.98037762930383	9.11607181570451	8.76117610582112	8.64969846076822	8.82086741353871	9.01730895388203	8.95941684309295	9.2091858901131
"SCO3263"	7.1087583511124	7.06454967037789	7.00525343122344	7.32056353376205	7.20312735280877	7.09903661155271	7.20313568022152	7.13420987978605	7.02659465607572	7.08683297686564	7.05856297203294	7.04719099848767
"SCO3264"	7.04636809172478	6.87861651621777	6.77578515872407	6.81099077988861	6.95085841819577	6.86411972791247	7.11498241605276	7.02822530474391	6.96369122502048	6.90810560035889	7.00399189199242	6.79430714585324
"SCO3265"	6.4234206960654	6.66745257911446	6.59993105397474	6.4234206960654	6.62372455989661	6.69394660373371	6.75184659600756	6.80226115399413	6.55922881176713	6.78543433850639	6.4234206960654	6.79430714585324
"SCO3266"	6.79755257856385	6.72212013194534	6.4234206960654	6.74018611164386	6.70646654275663	6.4234206960654	6.88689303886898	6.62633444718962	6.55922881176713	6.70412851384864	6.82144438085857	6.56393339587259
"SCO3267"	6.66043943324375	6.59608002384877	6.59993105397474	6.4234206960654	6.56511374893089	6.57976131828887	6.4234206960654	6.56696146721749	6.4234206960654	6.65273789857179	6.63665453544692	6.56393339587259
"SCO3268"	6.66043943324375	6.80858425194576	6.4234206960654	6.64763215684853	6.56511374893089	6.69394660373371	6.4234206960654	6.71014853269825	6.75547072787599	6.81978028174295	6.63665453544692	6.56393339587259
"SCO3269"	7.92824270301886	7.73781991169471	8.00055432918165	7.8378243847783	7.85712206038508	7.82643760050577	8.08024028350668	7.96702127698317	8.01625210791044	7.97837608039099	7.99739616875575	7.9747833615233
"SCO3270"	8.06843889517597	8.03915828798564	8.06409018591774	8.03947432079115	8.11742541361666	8.28792754636976	7.66962846910298	7.7327410909676	7.79013959838382	8.01980019511494	7.94855371216726	8.05643723100805
"SCO3271"	7.37019722094639	7.30723494747774	7.22254217895737	7.25176263182668	7.20312735280877	7.21117212393804	7.41806803196747	7.27270433757299	7.28067089344531	7.40500104676705	7.41609987789884	7.50476546843248
"SCO3272"	7.38393494239038	7.49150575446375	7.44673426240567	7.35913929987512	7.48791120677313	7.54443222341009	7.72579078479688	7.71887020775017	7.91153619045241	7.72697476230369	7.95477480829124	7.8098477587754
"SCO3273"	8.65890977394657	8.73604136209386	8.59520823658234	8.64940971975259	8.62872457868712	8.41247826151532	9.0767359429902	9.06228786614239	9.07294428128251	8.87306434051802	8.71395673515608	8.77895251233365
"SCO3274"	9.13283481511465	9.27051691600971	9.21765874337322	9.14408659385913	9.0306200095609	8.87897180314939	9.14830923001172	9.2655777710486	9.25309991745674	9.07814515824307	9.20525947965785	9.09503987524483
"SCO3275"	9.13588631797338	9.07225724717282	8.98215955141529	9.051588106867	8.97549464415334	8.83012726909028	9.39275754723806	9.4065764359332	9.37769577082647	9.36701892341221	9.44187198689908	9.41263134298249
"SCO3276"	9.53794834362489	9.5653892315742	9.76391000297197	9.90622872402274	9.54939865828492	9.08068301357093	9.35321611014853	9.30367306050478	9.26042430265017	9.43993851677019	9.58827304772667	9.79934278746568
"SCO3277"	9.19261732415048	8.88381858098997	9.0376941917946	9.30992976005875	9.10379780437102	8.61074576108347	8.48728147225669	8.66876472493619	8.50687516662985	8.48179737143525	8.67984609581601	8.68381502307625
"SCO3278"	6.79755257856385	6.80858425194576	6.85444588193158	6.94689614885897	6.79740793457136	6.80544574758053	6.58789936998159	6.89755137938437	6.92916223863123	6.85131556775788	6.94339144277017	6.92767599022987
"SCO3279"	6.8656081172277	6.84509779107363	6.85444588193158	6.96990420707694	6.76980331798549	6.83585564433907	8.75342420358508	8.75723388573968	8.86546151988882	8.75377142816389	8.93678622696081	8.66575942901909
"SCO3280"	7.20096258678957	7.14872683631233	7.37354698559427	7.23722312662043	7.4436730119072	7.47249609414864	8.28091666033331	8.48987778354743	8.38278317556049	8.50027606698882	8.67984609581601	8.44513108629213
"SCO3281"	6.97651092017043	6.84509779107363	7.16458061907396	7.10872138159431	7.12523037446706	6.98386011658311	8.39344111623346	8.27342582342647	8.27238423426322	8.0129987512349	8.31069857013752	8.2556656540235
"SCO3282"	8.00415279218101	7.90296024805676	7.82419532006341	7.95349767263784	7.99728241865315	7.98637556303639	7.86231942046863	7.80591338029239	7.68586164257355	8.00615704666289	7.89095963131194	7.7975032807575
"SCO3283"	8.41113942416099	8.40169996801333	8.216254487712	8.40021423844497	8.40821617661817	8.50059516148708	8.30314540737407	8.34031805899404	8.23725708878361	8.29681522961203	8.40810208008462	8.2556656540235
"SCO3284"	7.84682749812994	7.54122609238793	7.70279241097321	7.75876414958681	7.80197759348242	7.83389454258223	9.80565683367025	9.85561801150222	9.67866564507789	9.78024673976272	9.92733421737427	9.8218020704395
"SCO3285"	8.68043015858822	8.80373849534087	8.7830582377317	8.95238323332053	9.00453343930464	9.22456176974064	9.48469724581481	9.44641806537755	9.24018840092043	9.6482861325757	9.70290491806969	9.6914626302324
"SCO3286"	9.45565984102392	9.5606329119773	9.50948843185414	9.38255090407607	9.50338925639479	9.94017589212007	9.94404500599995	9.57431140564978	9.54370324735719	10.0319148238832	9.74020319855521	9.88084816880392
"SCO3287"	7.55652744392064	7.633447766508	7.38869583188604	7.58957927485253	7.39708663882057	7.74078657091862	7.82149289828758	7.8744077306266	7.85802066231826	7.84414195867936	7.91048876957412	7.86371635467558
"SCO3288"	14.0381963785542	14.0693572074831	14.0391950385354	13.950214317987	13.9927047752459	13.902776194471	12.6325091445833	12.6214970520087	12.6996666140754	13.7811468375592	13.8409361597487	13.8157939566566
"SCO3289"	14.2516699612931	14.2421393397857	14.2524747781234	14.1266940344827	14.2146030579493	14.1490782065665	12.7880169470368	12.8186549809909	12.8601178240837	14.0233177037838	14.0676126011317	14.0613787702581
"SCO3290"	13.3783412732455	13.3330141332703	13.2261380299176	13.2638887845683	13.3517332156991	13.3109520056041	11.8923981029819	11.9496788274287	12.0616322930312	13.0483107241819	13.0712700572539	13.0738463953559
"SCO3291"	12.4046998349886	12.240376214161	12.2210239380737	12.2341932365993	12.3057844896989	12.1873101583472	11.34127009434	11.4384568111154	11.3572959515469	12.2450389960997	12.3463107898791	12.196362288799
"SCO3292"	9.86464046199903	9.8129740847378	9.7134406528768	9.87116812024985	9.71398298154149	9.71579526805795	9.06134351458045	9.0289060562097	8.90862760768446	9.23276502341535	9.27165017265438	9.21727722584079
"SCO3293"	8.10268581619775	8.11945319602682	8.17470899530505	8.20569291625757	8.03361808696401	8.19917791973561	7.89391965070191	8.11300169680341	8.18879753769898	8.30754054831568	8.19999878154237	8.13737485908417
"SCO3294"	9.91098363074627	9.95503309272657	9.80428549183768	9.96934529435587	9.83124711068437	9.93568968039981	9.18557895805927	9.28975920004895	9.28575943578977	9.24336277667107	9.31781757050541	9.30708323632233
"SCO3295"	7.96683021542817	7.62238839514313	7.70279241097321	7.87528599852256	7.58610615261272	7.06309240657306	8.2235293096378	7.99988563318782	7.972547410158	7.45337850118691	7.50679021643581	7.43550089900567
"SCO3296"	8.90754993976081	8.57956688455546	8.56972399402943	8.86877912000087	8.49537833265351	7.8037526347406	9.03949934993143	9.06228786614239	9.07920629945787	8.20748700720869	8.12198003992563	8.21749866185785
"SCO3297"	8.66324201897955	8.49370284511097	8.51720710289284	8.24389682490273	8.27763864763785	7.67376835365585	8.62280675700164	8.51850735277942	8.68300462760636	7.69094446131039	7.66529051452013	7.6931729975554
"SCO3298"	10.4384263232042	10.0458010472582	10.1170326249621	10.1381147423408	9.74387068263444	9.03583559787096	10.1804044350516	10.205487866358	10.2101974116439	9.17852369723514	9.11814406776859	9.11473328105948
"SCO3299"	13.7858948757917	13.213965310468	13.3912273728507	13.3523739475469	12.9418401454958	11.3394402044389	13.4074857333508	13.2520956588038	13.3840697382727	11.4054418181922	11.4008172540478	11.6270879322958
"SCO3300"	9.4138770915561	9.36678651600241	9.48079380652123	9.37109072085405	9.50672612257475	9.37509150929696	9.08892670154472	9.00455279580694	8.95958283002898	9.15058290878092	9.14290004883578	9.11690412250132
"SCO3301"	9.77681787433145	9.78480460773313	9.67952728318662	9.95876582776669	9.93339853067326	9.83965182444547	8.66917682374953	8.58406893824735	8.66896239962305	8.8093140040637	8.88444229977458	8.79003606118135
"SCO3302"	9.80165888552601	9.60748757544323	9.50431470158236	9.72155047834134	9.72971723271065	9.60295173504595	8.95516028842047	8.86493354380521	8.76689589551668	9.27209569084689	9.09547622599079	8.99446489623772
"SCO3303"	11.7889596282135	11.7157163815391	11.7185470151813	11.6813313651137	11.7401572115313	11.4160910043573	11.2488424665515	11.1558131288023	11.2691761432128	11.0904948532045	11.0427063401833	11.0673157133967
"SCO3304"	11.3754503409449	11.248714674619	11.3514901865693	11.4300795284732	11.2855281507763	11.0474156925755	11.0005554411108	10.8839710296222	10.9233933184999	10.9088517265447	10.9909583900576	10.9999151660347
"SCO3305"	8.19365311163821	8.34429571706695	8.18173276964647	8.28094835064358	8.18676692521142	8.3421373578457	8.06021356933901	8.08321685494066	8.12101227225305	8.1840982489567	8.18479326881245	8.10943513886826
"SCO3306"	8.91473642818305	9.00283070303342	9.16906508051733	9.15757429279059	9.21498512820394	9.22456176974064	8.56580438328321	8.5290819267069	8.58442307956977	8.90045776512935	8.92820151496855	8.84940957024607
"SCO3307"	9.41137997100878	9.35580012837799	9.51977901845978	9.45157948323257	9.39399019005468	9.2637506915113	9.1159665406286	8.99221123581754	9.15220542217702	9.3253515481943	9.21460822936914	9.28996369146735
"SCO3308"	10.0810223831333	10.016759275966	9.93622284256046	9.97235359455616	9.98184461580999	9.93718665882529	9.56667803204141	9.44284262834252	9.48275898132041	9.7945727717235	9.76715252690355	9.68858523908658
"SCO3309"	7.82979524404216	7.76717286618078	8.01676727947775	7.68213983622365	7.67518811756815	7.74886620015216	7.78768334340738	7.8744077306266	7.87434918746127	8.06632800556529	8.02105901002284	8.02648767994072
"SCO3310"	8.28410199723908	8.20786289045109	8.10211734149582	8.22221236273593	8.09338831494504	7.95349477624852	8.09993248506361	7.93889117249057	8.00668241240941	8.27508260431835	8.22492662886346	8.05149871139447
"SCO3311"	10.1026423123781	10.129533797572	10.2113540340177	10.3490938140101	10.2182858963105	10.0794469327058	9.89029827641729	9.86493667828681	9.97794102414761	9.87256402794901	9.76558140487776	9.85419695981723
"SCO3312"	7.61109879634266	7.65520274879817	7.83371362719474	7.68213983622365	7.69626973051016	7.84130058336301	8.00506729428904	7.83758300839644	8.05836546876582	8.14204717173459	8.03271142846602	7.94260079069817
"SCO3313"	7.92036422663171	7.89441380590188	8.07944847210397	7.8971656950923	7.93218145083115	7.95349477624852	8.19379533060177	8.20724733859046	8.16382326479167	8.09846703758377	8.17968210063633	8.08563978888112
"SCO3314"	7.66277922713732	7.56512597974785	7.48787304989563	7.71689917823849	7.58610615261272	7.71616405276089	7.49054599407871	7.54385008204484	7.56231391588097	7.36683433375635	7.45755317212715	7.50476546843248
"SCO3315"	8.24871777682947	8.59897204716987	8.51183641028559	8.38591021080228	8.54023394930232	8.48775748658676	8.18776032968576	8.0526606199429	7.97748654123741	8.1840982489567	8.12198003992563	8.1188213011628
"SCO3316"	8.63703221063699	8.70530655707765	8.68305514495572	8.86877912000087	8.71756381199375	8.90431660319989	8.38830517966098	8.19357088155551	8.27238423426322	8.58461564601069	8.40810208008462	8.49097942680438
"SCO3317"	11.6101887295343	11.6431281482651	11.6788808369757	11.6840680930586	11.7671759097526	11.8410253425246	11.2361916076262	11.1181708427803	11.1918533901115	11.5943735140604	11.6070437298898	11.5981609077327
"SCO3318"	10.2564965359822	10.3300289963991	10.3276590638783	10.2997947811816	10.3693825260556	10.5316875661458	9.62568726558065	9.73000415269458	9.74094551917997	10.0409309942484	10.1112614848239	9.95434793436058
"SCO3319"	10.9623678342349	10.9582335568943	10.9000177336841	10.9052960669635	10.9824460103863	11.173317907285	10.4083330192083	10.5058486482554	10.4902562347882	10.7753947951051	10.8443302417561	10.8154832166971
"SCO3320"	10.5769052802493	10.6798777575319	10.6635896183144	10.5699740046757	10.6754430208502	10.7950342699072	10.067122231173	9.98813989572433	10.0815635436725	10.3078995615267	10.3110461170942	10.312422174973
"SCO3321"	8.68043015858822	8.71416077032773	8.63497767616251	8.62971165760837	8.63504737418451	8.47912733611652	8.51087540339439	8.4605968486995	8.50046601314636	8.49568119445613	8.51041412973053	8.37880034227706
"SCO3322"	10.0559053451107	10.14854079496	10.1136662364162	10.0355392247002	10.1876994404167	10.1022780383851	9.75572550932618	9.72854387016157	9.8361883154912	9.93039150881136	9.90328931367316	9.94356251374247
"SCO3323"	13.504190340954	13.5420351605195	13.4764182244934	13.4505433324904	13.4422635026394	13.4958270115652	12.428670788907	12.3166904102874	12.432741372024	12.8692252177933	12.8752654586017	12.9023258657111
"SCO3324"	14.8030348551704	14.8127369549122	14.8012347308918	14.8692395835068	14.9454332517987	14.7946436603985	15.3193275152696	15.2501994575007	15.2790840427873	14.8885501959549	14.8841024057878	14.8544538666816
"SCO3325"	10.7844386604721	10.7641848612039	10.9431569255088	10.7861972364495	10.7779717284854	10.7397891118089	11.3443751679256	11.1888164784292	11.2174764732057	11.2013129294638	10.9551671509679	11.1190502097725
"SCO3326"	10.1434339633427	10.0491790996488	10.1337463556185	10.2387983613196	10.1928429144662	10.2235422363242	10.2892373532425	10.2718174640278	10.2730901876216	10.4270295812674	10.4292473467385	10.4274711361695
"SCO3327"	8.59215234731446	8.3501553039137	8.54897150968733	8.65331418957272	8.53001985482659	8.48775748658676	8.50619102816226	8.80648742621302	8.67178281427798	8.73856129359437	8.93963576765507	8.88587226999408
"SCO3328"	11.7941597521407	11.7162445681757	11.7420497854265	11.6836123325911	11.6636853294312	11.7888826488008	11.7914110987998	11.8787677732885	11.8665501240773	12.1068263386436	12.2560904920076	12.2892690672907
"SCO3329"	9.76908594844422	9.46195822923687	9.67034442158666	9.6573462914279	9.63713305904918	9.41248446674135	9.16850254593588	9.15341890912851	9.24388969405759	9.61226067627847	9.49238877676974	9.51728541924007
"SCO3330"	8.16835685739663	8.3501553039137	8.15338912291586	8.42370156667089	8.48125689924198	8.4170315103193	8.25255740774254	8.35247110548668	8.28387456142603	8.3391739575153	8.42922995713222	8.1869664246234
"SCO3331"	7.25095945512054	7.43890172843042	7.1441280835048	7.41968924299807	7.2390523924329	7.41734634065538	7.39250525232267	7.3995826200939	7.40285341251699	7.53218867084851	7.19825890972783	7.38926047455701
"SCO3332"	7.35622849568301	7.29119845838266	7.51429295287492	7.67326133876204	7.56250255703707	7.69093877970866	7.16923239080884	7.30635827382336	7.310559260711	7.14190115034034	7.32658835207643	7.20885868049896
"SCO3333"	7.92824270301886	7.99291906294689	8.00868927041712	8.35680691184763	8.09823485039067	8.20995890422986	7.66962846910298	7.63901686652089	7.73623705205833	7.64403232093198	7.73593371409529	7.55346517941176
"SCOr10"	6.4234206960654	6.59608002384877	6.4234206960654	6.4234206960654	6.4234206960654	6.4234206960654	6.4234206960654	6.56696146721749	6.4234206960654	6.4234206960654	6.4234206960654	6.4234206960654
"SCOr11"	13.0268747315488	8.48846999600091	16.6054947162376	16.5514027639539	14.4682875112299	14.5895992768937	8.47772149260695	16.0226969904989	13.3908334765678	12.2728718442748	13.9359043529015	12.8805081440966
"SCOr12"	9.35006890936577	7.08667031617381	15.88021716674	15.6043535465333	10.3298174406533	10.2025856890158	8.45838529731424	15.2862905290461	10.127719341593	8.92064469526716	10.1417445918245	10.5418908496956
"SCO3334"	8.62372880771037	8.50410520343864	8.47913393355501	8.53080016972638	8.29832100678236	8.1494404778116	8.04666991612614	8.00527268599019	7.91674863272556	7.81195722857569	7.78048720284591	7.7660017827476
"SCO3335"	7.93606634017753	7.98502900188962	7.93330447899046	7.8301751850072	8.01818517199935	7.84130058336301	7.55765305128454	7.54385008204484	7.59822608177032	7.72697476230369	7.73593371409529	7.72025248016579
"SCO3336"	7.41075630916401	7.87712080675622	7.6362822680517	7.70831934656928	7.86900612771452	7.69093877970866	7.37942906210578	7.53547436402738	7.37623162299315	7.5640073121652	7.70513695629528	7.6511514187486
"SCO3337"	9.61135361986781	9.7372733553556	9.63063626314744	9.48167128121436	9.55906476725029	9.51700349965154	9.14540017338096	9.03372504396201	9.02396009966114	9.4168292382429	9.31781757050541	9.31085912209741
"SCO3338"	7.14717010721239	7.25809046044752	7.16458061907396	7.10872138159431	7.20312735280877	7.1330389555263	7.01267380301504	7.01142036101591	7.04126908374465	7.22469471794803	7.21213630710542	7.09157496691774
"SCO3339"	7.26690053445556	7.38293002689539	7.34239310145613	7.38388402513896	7.31672462352463	7.39426697878891	7.31074348009683	7.16151220013332	7.26008157083547	7.04722231793464	7.16965579121131	7.27741844646577
"SCO3340"	8.31283584891076	8.39607551560548	8.28250699980979	8.17765209801604	8.31866485882497	8.35174606423417	7.69809554138657	7.69055490572977	7.68586164257355	8.0466142572908	7.92332089230166	7.82205201013985
"SCO3341"	9.29954285995559	9.26169356179965	9.10839901197516	8.97710413129325	9.15193702352661	9.2637506915113	8.92470411240679	8.87848310936837	8.85567862835549	8.89706380314301	8.83921755170632	8.83080124621448
"SCO3342"	9.51724504554561	9.50474563512789	9.32776857405571	9.23076304465173	9.13026404484746	9.69819409654608	9.0949817163729	9.06933645041637	9.1795807840972	8.78368098205063	8.71058491614892	8.87814138193706
"SCO3343"	7.38393494239038	7.24097663691518	7.22254217895737	7.34648330908812	7.16529040529862	7.19623336381611	7.77906106596087	7.60832182593514	7.72387224876449	7.41735089992986	7.2522425385013	7.33018894788452
"SCO3344"	10.6287557276926	10.5949198670772	10.4697756479579	10.6128366957234	10.5618496106496	10.4876055682948	10.0656098156576	10.0170434557589	9.95694708859283	10.2739570335877	10.3131875180801	10.2795422836968
"SCO3345"	11.7015905308373	11.7506836185555	11.8180768840111	11.9654873375189	11.9197510053482	11.6210020330295	10.9459604436892	10.9338374818939	10.8249180984491	11.3691224663492	11.2887113237543	11.2895634679632
"SCO3346"	8.65890977394657	8.37905065162613	8.50102753716557	8.7972534132118	8.53343350543451	8.75159996924623	8.09340478348985	8.08823332775289	8.1253629233693	8.17223250228937	8.24935660921821	8.2556656540235
"SCO3347"	9.37594330968716	9.57485387837376	9.43797848742895	9.48167128121436	9.47640459732027	9.33437525700813	8.94845105429008	8.78642577809195	8.82589598325334	9.22743558756064	9.16480632907959	9.13628908709267
"SCO3348"	9.26110190376054	9.1155686166705	9.02310441885987	9.09721415797379	9.2313234138004	9.08343784514483	8.57473756650859	8.3564961269053	8.53219844724269	8.58461564601069	8.73400979741044	8.68381502307625
"SCO3349"	10.4896004135029	10.4848487789441	10.6193128286608	10.7012311476676	10.7051842186465	10.5792339531401	10.5670427141817	10.4672324099964	10.4316113840854	10.7464162594835	10.6743779641236	10.5939412961146
"SCO3350"	13.3024488896864	13.1998795049285	13.1686416990554	13.4427587530154	13.4241060480927	13.4697604690087	11.5979676219349	11.6010407683782	11.5616427409091	12.1974225669702	12.2580288296914	12.2008653794348
"SCO3351"	9.71575983946098	9.72884149319472	9.72456655314454	9.86307752009318	9.84442560648619	10.002969237409	9.78736847283015	9.60175046348333	9.7525646022659	9.7251939958426	9.48089166636289	9.67556390317488
"SCO3352"	11.065390343001	11.0237787121778	11.0557370955888	11.0524978262537	10.9954092522364	10.9731996885007	10.3746091118786	10.2272561249933	10.3375991937639	10.7491579821982	10.5691766761865	10.6783809683472
"SCO3353"	9.26665906183938	9.17964793794236	9.31298757408649	9.19465309008788	9.16051166976375	9.17138259635725	8.93832464087702	8.81781780165381	8.93896829008015	9.22743558756064	8.9622193484822	8.97294787778735
"SCO3354"	9.7632591524158	9.7539877130134	9.60191779436192	9.78124577295686	9.73255928106499	9.78408699266062	9.50957391422521	9.38622147219058	9.5688245835263	9.81051818700561	9.7749820769262	9.65654061511223
"SCO3355"	9.62214904793552	9.45683743165451	9.30703092311628	9.6592218127936	9.61107261443966	9.47197278242619	9.63186547515673	9.61130853333682	9.64854171546385	9.9432850029333	10.0051092792182	10.0151107818685
"SCO3356"	11.9715365790383	12.0074075414872	12.0476869316642	11.8904730544356	11.8948416730625	11.9111451700215	10.0257123761091	10.0158507915166	10.1257433407822	10.2916574554703	10.0674592944125	10.2400382412698
"SCO3357"	10.6245057482472	10.7310538678433	10.55888995544	10.3021813053267	10.411412079124	10.3831611763504	8.89004127841559	8.89722690273759	9.06455018738141	9.3909598368379	9.21460822936914	9.29569366597598
"SCO3358"	10.4695868063197	10.5337477834327	10.4419232241386	10.3316814913569	10.4263153304733	10.3364401020857	8.96516244197504	8.94426588251148	8.89200427973245	9.3053034125405	9.26042799633854	9.21323747278475
"SCO3359"	10.656077822551	10.7194861545914	10.6750177800139	10.6441633458949	10.6193896670723	10.7156938635054	9.57312010964328	9.39920890794016	9.42554763067391	9.79813174464136	9.60598557802115	9.79266876515691
"SCO3360"	9.489156850021	9.40190633985646	9.36833980149334	9.35488662183503	9.26937174363741	8.94146553808733	9.19684705621586	9.07167794688247	9.19114890386632	8.67992013904737	8.70720450423408	8.55518390718312
"SCO3361"	7.47438318643151	7.59988823238137	7.65894471929296	7.56000823992448	7.48791120677313	7.4617383511079	7.35264497625352	7.28408571598973	7.42866862623415	7.28470669245759	7.2651433182557	7.42644923765538
"SCO3362"	7.02403530891431	7.22345756111536	7.2408652662983	7.15977565715959	6.96915652231911	7.1809718418219	7.07611126475794	7.12012438405004	7.09658863280565	6.85131556775788	6.96438272099502	7.04719099848767
"SCO3363"	7.73094428364356	7.9447393942835	7.72402924190115	7.4652350686269	7.34779088357947	7.35841946839211	7.41806803196747	7.3995826200939	7.43710533038393	7.14190115034034	7.2522425385013	7.29895469028747
"SCO3364"	8.98117375418054	9.02403131224132	9.16576389969058	8.97403847579072	8.93830247798086	8.77599132973373	8.52944492055728	8.43818855372593	8.55087116446854	8.79105491892083	8.89918652566353	8.64129427042704
"SCO3365"	10.1449225818421	10.2575544020854	10.2879455645449	10.2610582383674	10.0807318616105	10.2693031709395	9.27059745601859	9.22431441617828	9.34199072627567	10.1181884804167	9.87737815538318	10.0400568811645
"SCO3366"	10.2729135312364	10.2473137244939	10.1018208702559	10.2671804743678	10.1330784830742	9.41248446674135	11.1844457368161	11.1137421041508	11.2969698090118	10.7177741835625	10.5218791066543	10.7730184267653
"SCO3367"	8.02597877723833	8.25292943892176	8.10211734149582	8.05843969394173	8.25235461394978	8.1381032673184	8.72195732830401	8.76018196746915	8.7457480518606	8.55417692073767	8.71395673515608	8.5116010331313
"SCO3368"	7.32755444808778	7.42524636574118	7.18443760478472	7.39598738465282	7.40660782698767	7.1809718418219	9.74058621059753	9.90419476842432	9.6732361905196	8.16024904571578	8.18988296841533	8.35974138331304
"SCO3369"	9.80921542337548	9.72460662540408	9.80428549183768	9.77262347548616	9.89341591965438	9.99437208052308	9.04890384777843	8.91833498892722	8.9366583454903	9.06619221952175	9.14044438482474	9.09724202220505
"SCO3370"	9.15705964585347	9.25281373333237	9.3365624177581	9.49858087532688	9.42789345458796	9.61802981220205	8.27529664614058	8.47165560713826	8.32142532991471	8.61436069781118	8.60520785180386	8.72790498770906
"SCO3371"	7.32755444808778	7.57685386346651	7.65894471929296	7.57982339904178	7.6463759852081	7.55426785078333	7.3661453122744	7.2005216107659	7.40285341251699	7.36683433375635	7.36129726707843	7.28826145112302
"SCO3372"	10.6181070713206	10.6700756765672	10.5576551385408	10.5620412144799	10.6900279421857	10.6554352045333	9.70005647782438	9.65507501553707	9.73184198027883	9.84532276881619	9.87883014280645	9.93390626078761
"SCO3373"	14.6707738405115	14.735231538752	14.7051495445418	14.8198910564721	14.8418965168728	15.0429754427028	14.4685458249674	14.4573130777627	14.4687819954057	14.5572957045782	14.5816491781163	14.6353250974595
"SCO3374"	11.46119624397	11.4329482422378	11.2521527794228	11.5404331755326	11.498195083539	11.4792030579186	11.3548826000417	11.4816072756879	11.45802097158	11.363773314287	11.3554645972806	11.3655693938941
"SCO3375"	11.8677501993951	11.9528851801466	11.9702121323894	11.9807748047544	11.9335756049109	11.9624045769194	11.7414333113047	11.503341724987	11.7344534083661	11.8738855955724	11.7808742008032	11.8708168990021
"SCO3376"	8.27827454210064	8.25923454301827	8.33306808362433	8.30163283164516	8.26926803554121	8.2365019605682	8.42382743889676	8.50427199037942	8.42095240824845	8.50027606698882	8.39094296867357	8.49789001166674
"SCO3377"	8.81433347608296	8.92967988459109	8.88017797806633	8.88526322452891	8.76985326595874	8.83674319528015	9.70591810598618	9.62709590785949	9.52871344399389	9.74193599572928	9.71273021718439	9.8099562318567
"SCO3378"	8.07536828076033	7.8858010762973	8.04066889762123	7.86789538421461	7.86308018001766	7.66507251627643	8.63561610516294	9.00455279580694	8.80056251922169	8.82374430593458	8.91956210004403	8.9088030617228
"SCO3379"	7.86359781971086	7.73781991169471	7.68110577640347	7.54994347294831	7.42533853631271	7.29493747871807	9.0767359429902	9.52116225924961	9.25859682914372	9.8708766915365	9.79974951668484	9.55420521984664
"SCO3380"	10.1917562681627	10.2763802173844	10.4039232116694	10.3945163190248	10.3372617416133	10.2775752383622	9.18557895805927	9.16658266668855	9.07085057145907	9.37424442421925	9.38328736134648	9.44896145425039
"SCO3381"	10.8568277080936	10.86018173145	10.9183902586108	10.9628418724301	10.8478968041697	10.836313866892	9.57739849373932	9.47993698563295	9.65544477051725	9.82976639300675	10.0288117215573	10.0219577410583
"SCO3382"	10.817372938523	10.6546936230785	10.868533420615	10.8680229649816	10.7286824689122	10.8741105845657	9.89883147203095	9.82045949489988	9.72923016518967	9.98439888817063	10.0482666298009	10.0568183599475
"SCO3383"	9.57846165028261	9.39119403747045	9.52489615882044	9.71975600623303	9.44715237408203	9.44254469845502	8.81421556789106	8.79506045910103	8.72696416552022	9.03891061824196	9.24911429812699	9.01096863764521
"SCO3384"	10.3105019322266	10.2749408514614	10.2455613029051	10.2085683201933	10.1287889398098	10.1247491601105	9.3431530428847	9.61130853333682	9.52115811409797	9.82454275967559	9.76872190635654	9.68425812656207
"SCO3385"	10.9352015404485	10.8213696769718	10.6532258543656	10.6252593039862	10.5705503648032	10.5118182675456	9.69417041996402	9.72854387016157	9.77931031910422	9.73451957427493	9.59361024843933	9.59634366225212
"SCO3386"	8.42680489934553	7.96102686028663	8.18173276964647	8.07710295776565	8.16866295292903	8.01833919111523	7.65995839882193	7.74642916906542	7.64637239620848	7.60484256779615	7.95477480829124	7.48794344689685
"SCO3387"	9.2358153861932	9.24984111054622	9.14913842920475	9.18679102251693	9.11046227068467	9.19442463898151	9.22736906812089	9.21169185524316	9.1403046857693	8.92730735872749	9.04372126418374	8.99920066251739
"SCO3388"	8.56446599611195	8.62283058478779	8.64958599435676	8.43297639247016	8.53343350543451	8.5870606094224	8.31956008193962	8.02657308759376	8.24515022701065	8.30218944728265	8.11659392582838	8.21318349867295
"SCO3389"	8.49255253958715	8.61333924233798	8.65441962184503	8.53933592549523	8.59664516611837	8.6454897776406	8.28651128772161	8.30313438471939	8.07660629706472	8.44402257592053	8.37791925841077	8.39009909247293
"SCO3390"	9.19261732415048	9.16706813156367	9.18870807657903	8.99232973502802	9.01882421127314	9.28055369092252	8.76503522778062	8.73040341416912	8.76689589551668	8.89706380314301	8.67984609581601	8.97053597258673
