	Dgbn_24	Dgbn_45	WT_24	WT_45
SCO0299	8.439249978856514	7.75978274671741	8.113403073117134	7.607447754936011
SCO0300	9.384904073714923	8.501796278272934	9.26040770735599	8.36949950344939
SCO0301	7.75466841078251	7.29993413904095	7.64882616438349	7.263627804354903
SCO0302	8.584260321201814	8.054686707859283	8.59168422946714	8.285798367524256
SCO0303	6.719448241304387	6.57136321632207	6.588572460352126	6.520540812735099
SCO0304	7.02153534779404	6.942259276017009	6.97136218936359	6.936906082140873
SCO0305	10.4197342191634	9.064868028860344	10.219168809626133	9.508799417956276
SCO0307	7.673590294788373	7.686554728382713	7.700730917983143	7.638752338432961
SCO0308	9.06126611930828	8.177415631074679	8.963616626782404	8.383866750511315
SCO0309	7.8423190968214405	7.558226960217243	7.833296225141403	7.621176342181613
SCO0310	8.035278686483307	7.623042407173377	8.166937605759326	7.748911204067263
SCO0311	6.866467152453754	7.08611503251448	6.634072116733513	6.8602628283992635
SCO0312	7.032382445284171	6.975550303450636	6.946171065906103	6.889954581420144
SCO0313	7.0068703280450535	6.980325246940217	6.870362814825778	6.910606657837779
SCO0314	7.0965476473970925	7.314854623889573	7.0870298123894395	7.040024852893166
SCO0315	7.499413175629553	7.847625616317754	7.42856747319522	7.708069801380674
SCO0316	7.66957916781083	7.890682613905237	7.584106190603079	7.889148205155144
SCO0317	7.986259276701716	8.073348153614598	7.910315103109686	8.152640921297104
SCO0318	6.905089202994546	7.085257321419673	6.946173906641287	6.999687769890262
SCO0319	7.186581182908149	7.10460566863824	9.226230062020896	7.403885143726403
SCO0320	7.4732921808301365	7.162150259731949	9.849793453456714	7.548753350054583
SCO0321	8.581011086184498	8.34686174614763	9.588357859813748	8.043029576275481
SCO0322	7.608839237575573	8.112111159788368	7.501182563448076	7.68098924775403
SCO0323	13.0194755534771	13.620096239380265	13.120178745727634	13.7672018715109
SCO0324	11.0789069232306	11.954072281481233	11.119774118331533	11.960879314660966
SCO0325	6.479317924972427	6.823607129636926	6.523525425461693	6.809925253012646
SCO0326	7.761334441619749	8.420008519514502	7.60059279417458	8.500541642094193
SCO0329	7.8266147682705	8.481824193251724	7.703492989072292	8.275225855043116
SCO0330	7.28254402848141	7.650268400793583	7.20761435703695	7.587773954720976
SCO0331	7.211696930044333	7.654523545503877	7.11428087159966	7.600440152449853
SCO0332	7.667852540464064	7.679604902427897	7.619759169759757	7.743982844738734
SCO0333	7.463056595722676	7.6575450539725365	7.534600068147987	7.69359352728942
SCO0334	6.538154710942206	6.74366311202667	6.5499581117379195	6.516989968659813
SCO0335	7.919222863456003	8.476424057550242	7.864978263625329	8.468347579310956
SCO0336	7.138494047673849	7.629577555697146	7.194711576308997	7.51422911043016
SCO0337	8.184542831022709	8.08490552330496	8.071263932740044	8.1275784504857
SCO0338	7.524005980022596	7.4533630279651435	7.5642991813009965	7.31323954683796
SCO0339	7.338379238422893	7.279638495886753	7.361449239663467	7.041784410368063
SCO0340	7.662094649956416	7.453703607566609	7.744896741867713	7.421761469997691
SCO0341	6.975946274223187	7.215554858264787	6.8817020583041995	7.021487260332262
SCO0342	7.15203390738687	7.47536195395451	7.043047781747777	7.195752173121569
SCO0343	6.749479597900681	6.708804838063653	6.80569509196951	6.741966460872064
SCO0344	7.645201301975213	7.887278625301253	7.676404299774842	7.735241665259441
SCO0345	7.840804379080756	8.045615615106612	7.783766081288114	8.09124007148678
SCO0346	6.946311296965937	7.754626666708474	7.022381281867918	7.575831268267507
SCO0347	7.304839491435186	8.000605238444132	7.3641742571112765	7.743559289915936
SCO0348	7.2133443761301566	7.6554094016278	7.260360752050727	7.60641384660964
