Geneid	Dgbn_24	Dgbn_45	WT_24	WT_45
SCO0001	1.592973036879229	2.597269435147047	0.9838114519403757	1.3902671640941122
SCO0002	0.38759491046205263	0.800186970192	1.242520909359113	0.48836048183949426
SCO0003	0.10189996415052581	0.3525719497653199	0.5762163016351535	0.5807816415854428
SCO0004	0.9337115314044271	3.823420499065724	6.313432366385635	1.266937573444464
SCO0005	1.471905818389641	1.2012184735730191	5.052063912662128	0.5071119538424546
SCO0006	0.2663398941588075	0.37107134606233555	1.3006416571975727	0.651944051752075
SCO0007	0.5816604260602843	0.22818480347243095	0.08105766099198318	0.6024791479559376
SCO0008	0.24354206788334537	1.4294385704951786	0.7350203498560672	0.20131830526129815
SCO0009	0.7449570900397092	0.9469747242166372	0.4860847494736444	0.5594370619397384
SCO0010	0.7022194065909407	1.4997757928114868	2.327019184893898	0.37138725731622024
SCO0011	0.7003606136816206	0.4227860326147924	1.6657290906665956	0.5454798645434205
SCO0012	4.202957362908486	0.7102383358225821	0.6240955753308673	0.14167932376593503
SCO0013	0.602903267842419	0.684719132306826	0.9516249194326774	0.3074966534819269
SCO0014	2.0720936257042895	1.582803737582212	2.108938493416656	0.5713360021994128
SCO0015	0.06436386810050011	0.14836536636401512	0.05875543946579533	0.10939300803494048
SCO0016	1.3410552375543743	0.33368206104894027	1.1082496674599733	0.5457485624103448
SCO0017	0.644384687552631	1.1230331459734293	1.3039228321120053	2.0130620754508355
SCO0018	2.0329547706995865	1.211227988909541	1.080276999025828	1.8115710384478079
SCO0019	5.518035094974844	2.6874897068741284	1.9723900578670306	1.731342890326192
SCO0020	0.3494438556883363	0.6018720258695552	0.3498562995048748	0.21645657688946707
SCO0021	0.5869792075279834	1.4438099931171027	1.3970330842121863	1.7975939146133475
SCO0022	0.04889896671654894	0.89189644449414	0.6998560938943704	0.6627825939220138
SCO0025	0.653490420535021	0.5140272538578033	0.4429555304179824	0.468993513538579
SCO0026	1.0745527970451287	2.4942857896778254	3.769113727282667	1.4752476198238742
SCO0027	2.2658640510513774	1.6809764212144835	0.07608260952410602	1.0944084362889892
SCO0028	1.6619386877820361	2.875354861705518	1.8458087316620873	1.5963680301620276
SCO0029	1.0600435502974206	0.43194074788233605	0.21661088334693282	1.158287095479712
SCO0030	0.5488594418523206	1.9290794753337621	0.4451604149497989	0.15262914162495225
SCO0031	0.21981912754805166	0.5048576700465781	0.5828920344038931	0.9249416724631481
SCO0033	0.20650284211169073	0.24649182898508246	0.14774419492971938	0.22315327961043652
SCO0034	0.5414429368529892	0.7566302827848052	0.11407591847020541	0.02732197248634836
SCO0035	0.434832124028755	0.32406221944100955	0.4727211154897641	0.1878093793460247
SCO0036	1.8854062297719878	1.4571504092861172	1.0002610146155901	3.2576614314527967
SCO0037	0.3727808242402317	2.8169611497139195	0.9764510842775407	2.9219926693018445
SCO0038	10.418865239329225	21.888893666201394	1.9964247004445195	4.999539941716789
SCO0039	1.9450211206708308	1.2649440852547056	0.7230293116636124	0.44671540520226816
SCO0040	0.40631899253480475	0.7473537619186438	0.14061664517993222	0.6158412693011893
SCO0041	0.24021160392428803	0.5569226371747206	0.3705435899837958	0.986947354783182
SCO0042	0.7779751354915279	0.7571222195083218	0.33449616870401394	1.6043467183320568
SCO0043	1.3961344617801543	4.959716307908162	0.6752831328707912	4.5514242276984005
SCO0044	0.6396709126482676	0.39272055862640215	0.3915707504216355	0.6618534055927681
SCO0045	0.0	0.46408658740709674	0.9306676213546499	0.45855014104694986
SCO0046	1.195186806821245	0.44630366734481397	1.0313085990348867	0.4039636336557752
SCO0047	0.4078931299387316	0.7571176889616859	2.454567207699636	1.3128921484451175
SCO0048	0.7623597248186387	0.7153252568603977	0.267058060190418	0.7159973718838214
SCO0049	0.22764471758108598	1.3690695347939215	0.2943028814518933	1.3524647047110903
SCO0050	0.5388089176219973	1.0883284974061755	0.8341348913638624	1.84923431023638
SCO0055	2.1193931349623707	0.5607776815894342	2.6682115952944234	0.27067044119072314
SCO0056	1.5463057631873345	1.1907676730277612	0.5245685835552522	0.7074152747050219
