Geneid	C24_1	C24_2	C24_3	C45_1	C45_2	C45_3	D24_1	D24_2	D24_3	D45_1	D45_2	D45_3
SCO6123	2.9101480352436426	3.537217662395341	5.14593274711726	5.214043070348283	2.9758268436205393	5.819578470614171	3.2654364820296706	3.471892903163349	4.621328279489341	4.088959377718227	7.297145024732189	4.915840091010797
SCO6124	33.71202066942986	23.292672884885686	33.09302568464318	13.039847715025568	16.084031940100104	13.39913855143226	49.140770992791964	47.3612101319126	37.345734050808346	44.52186418544107	39.76441480281748	30.44245699996868
SCO6125	15.162532660900117	14.967223790487427	18.20718303003475	11.129887027174247	15.662945752806321	14.407786758274991	23.26358441783638	19.566032813849944	13.706305589135956	34.67401043739184	32.847024290170296	31.393783781217707
SCO6126	37.62783615439702	33.74723629725079	38.84199046407414	54.31791440476638	55.119289441214725	68.97586101599366	38.888379922353344	37.015488493119896	35.41760843314756	132.27366346165635	174.9082490286024	118.49140955372425
SCO6127	51.12456340534115	51.046630098808315	50.86033271502207	38.97263962542434	40.83740966696576	44.66073328104727	52.65007301614837	52.77302312341297	46.767159686101735	67.62228346630035	77.11217010923842	69.6466060130802
SCO6128	155.95747879782976	154.8079582215602	155.56550535516024	97.20179523837741	83.04141653558855	101.64863728672749	154.05781276932288	154.78653535175343	174.07849583197302	74.0693273357548	80.58894390756097	87.84480195454474
SCO6129	54.26590636532673	49.76265676169761	55.548143441785	44.038082195481095	41.725580183589315	43.133796743381076	54.62282311462132	54.13204311756301	61.02303288980767	43.169457640745556	33.636550775387825	40.84157566139523
SCO6130	14.391556423905195	9.008796130198304	13.996500976163427	10.708672356770393	10.927531036580508	9.260363142646785	10.875563876590343	6.657581999979642	6.596302713702099	6.809156929844336	7.6100939767430456	6.548898833109299
SCO6131	37.87757842975806	40.886074744746146	38.03094765872833	38.30764365080995	41.39822830240255	36.99380715412981	33.89827807390978	35.492633242555655	33.10150530912356	29.203621851449952	28.326581605124915	24.961156879824557
SCO6132	10.797726058587878	8.766193580113077	10.331946879953271	4.8053040155873115	6.479641519178392	4.469475257582239	11.529720680496723	9.142069755063291	8.257348232339533	4.422122973820897	6.841559603666224	9.060955504435983
SCO6133	13.9831723578676	12.357468722562466	12.575721980265303	6.963744725408759	8.131013609925969	6.5597547923647355	12.231703012453874	11.659699495340533	13.882601903120444	6.390662107691936	7.477499098833241	6.314028708653607
SCO6134	13.842071858599505	13.997034597300484	13.765756429825993	5.538159261207771	9.905674478302604	8.54703256464976	15.999123271358586	15.272347897535093	12.596142953125495	8.387541512037627	8.2639885187726	6.652475010850167
SCO6135	3.5427377899753925	4.845757006784729	6.591368078751974	4.705384201929862	4.264843120840103	3.840059630831928	7.77767598447067	8.453182478570644	4.996902895219268	2.720780589110287	4.119815749990214	3.777986971278165
SCO6136	14.780283938356416	10.822784491256334	13.978018201765133	9.241124571152573	9.96632687016173	9.193222342843736	16.813505437017476	16.0523989522729	10.683423610819476	12.716148249656074	11.331386610152313	14.24321291310752
